"position","displayName","route","nflId_def","eps_zone_coverage","zone_covers","accurate_targets","completions_allowed","PB","INT","T","FF","eps_closing","eps_ball_skills","eps_tackling","eps_zone_coverage_no_tackling"
"SS","Patrick Chung","OUT",71251,-1.49332233270635,28,2,2,0,0,1,0,-1.13877655308858,0.348599831630485,-0.70314561124826,-0.790176721458095
"ILB","Dylan Cole","OUT",2559152,-1.51895587748407,4,1,1,0,0,1,0,0.0387954999246128,-1.57605256149212,0.0183011840834375,-1.53725706156751
"SS","Jordan Richards","OUT",2552392,-1.52560379494716,18,2,2,0,0,1,0,-0.668112749494675,-0.769794200172305,-0.0876968452801827,-1.43790694966698
"MLB","Kwon Alexander","OUT",2552592,-1.53859862649474,16,1,1,0,0,0,0,-0.411012903261404,0.35836878920553,-1.48595451243887,-0.052644114055874
"DB","J.C. Jackson","OUT",2560754,-1.53934758759605,10,2,2,0,0,2,0,-0.742393157318195,-0.647393641880802,-0.149560788397058,-1.389786799199
"CB","Jason McCourty","OUT",89756,-1.5680594404034,22,2,2,0,0,1,0,-0.371691170843845,-0.744423788040521,-0.451944481519034,-1.11611495888437
"CB","Aqib Talib","OUT",1302,-1.67493107960621,18,6,4,1,0,2.5,0,0.589837495335701,0.684825111667382,-2.94959368660929,1.27466260700308
"ILB","Avery Williamson","OUT",2543597,-1.70359507985722,33,2,2,0,0,1.5,0,-0.776452916733391,-0.00941305639890344,-0.91772910672493,-0.785865973132294
"FS","Ha Ha Clinton-Dix","OUT",2543470,-1.73854518063931,18,2,2,0,0,2,0,0.0187930033022028,-0.632131107460983,-1.12520707648053,-0.61333810415878
"CB","Mike Hilton","OUT",2556559,-1.77069466002096,21,2,2,0,0,2,0,-1.45085969364997,-0.448378672595752,0.128543706224761,-1.89923836624572
"CB","Tyler Patmon","OUT",2550659,-1.80050920941659,4,1,1,0,0,0,0,-1.05447841304557,-2.89956277345612,2.1535319770851,-3.95404118650169
"CB","Nevin Lawson","OUT",2543872,-1.83602013342805,25,4,4,0,0,1,0,-0.532675841814192,-0.991958845763938,-0.311385445849922,-1.52463468757813
"CB","Jaire Alexander","OUT",2560952,-1.8893293156605,24,2,1,1,0,0,0,-1.02705573516533,-0.224966137707822,-0.637307442787343,-1.25202187287315
"SS","Justin Simmons","OUT",2555550,-2.02734755656421,24,1,1,0,0,1,0,-1.06891332259276,-0.705469991920244,-0.252964242051203,-1.774383314513
"CB","Kevin Johnson","OUT",2552261,-2.09287491294914,3,1,1,0,0,0,0,-1.51010012011419,-0.58277479283495,0,-2.09287491294914
"LB","Roquan Smith","OUT",2560877,-2.17955738239336,54,6,5,0,0,3,0,-0.641081227708407,-0.542657777265025,-0.995818377419928,-1.18373900497343
"CB","Orlando Scandrick","OUT",2307,-2.18472262689456,11,3,3,0,0,1.5,0,-0.890053811666731,-0.429210253823001,-0.865458561404833,-1.31926406548973
"OLB","Nigel Bradham","OUT",2532800,-2.19887334853296,39,2,2,0,0,0,0,0.0736457350445739,-2.27251908357753,0,-2.19887334853296
"CB","Eli Apple","OUT",2555277,-2.2345131192516,27,4,4,0,0,0,0,-0.429794975002903,-1.5482396458459,-0.256478498402796,-1.9780346208488
"CB","Tony Brown","OUT",2560982,-2.36309054462728,5,2,2,0,0,2,0,-1.50387626744802,-0.902341077528275,0.0431268003490126,-2.40621734497629
"OLB","Leonard Floyd","OUT",2555285,-2.53892905324207,8,2,2,0,0,0,0,-1.3440463914927,-0.179364770306207,-1.01551789144316,-1.52341116179891
"FS","Clayton Fejedelem","OUT",2555355,-2.55292979134954,8,1,1,0,0,0,0,-2.16288737940243,-0.39004241194711,0,-2.55292979134954
"CB","Marlon Humphrey","OUT",2558067,-2.60345756473037,21,8,6,2,0,1,1,-0.560457215345037,-0.951878854015971,-1.09112149536936,-1.51233606936101
"OLB","Ben Gedeon","OUT",2558033,-2.62042925130914,8,2,2,0,0,1,0,-1.62179945964527,-1.06014371850986,0.0615139268459927,-2.68194317815513
"CB","T.J. Carrie","OUT",2550164,-2.69900131952947,27,5,5,0,0,3,0,-1.18944755744654,-1.64860660366436,0.139052841581429,-2.8380541611109
"MLB","Hardy Nickerson","OUT",2558982,-2.79199087340281,20,3,3,0,0,1,0,0.305325279776806,-1.98584949312084,-1.11146666005878,-1.68052421334403
"CB","Corn Elder","OUT",2558171,-2.91704804964862,2,1,1,0,0,0,0,-1.27945674331525,-1.63759130633337,0,-2.91704804964862
"CB","Rashaan Melvin","OUT",2541200,-2.93347910953693,13,4,4,0,0,4,0,-0.133265317394353,-2.40038919002882,-0.399824602113761,-2.53365450742317
"CB","Coty Sensabaugh","OUT",2532946,-3.00387120038062,17,1,1,0,0,0,0,-0.395159393266056,-2.60871180711456,0,-3.00387120038062
"CB","Ryan Smith","OUT",2555552,-3.20813998709406,9,3,2,1,0,0,0,-1.28928734271969,0.421211255967268,-2.34006390034164,-0.868076086752422
"CB","Avonte Maddox","OUT",2560795,-3.2581005724942,14,2,2,0,0,1,0,-1.60880422999816,0.00908005236484688,-1.65837639486089,-1.59972417763331
"CB","Adoree' Jackson","OUT",2558065,-3.45608883693063,21,5,5,0,0,3,0,1.21487990535837,-4.75632883274972,0.085360090460717,-3.54144892739135
"ILB","Darron Lee","OUT",2555322,-3.63067277409928,25,1,1,0,0,0,0,0.232140515315811,-3.22302231204601,-0.639790977369082,-2.9908817967302
"DB","Greg Stroman","OUT",2560886,-4.72267663014187,15,4,4,0,0,2,0,-0.554586592858636,-2.10270389557977,-2.06538614170346,-2.65729048843841
"CB","Damarious Randall","OUT",2552389,-4.98274942098651,24,7,7,0,0,5,0,-1.05469586379484,-3.56608934285748,-0.361964214334189,-4.62078520665232
"CB","Josh Norman","OUT",2532920,-5.34705727343682,22,6,5,1,0,2,0,-1.18213258922862,-3.82952748618887,-0.335397198019331,-5.01166007541749
"CB","Sam Shields","OUT",1037374,-7.57016443644221,9,3,3,0,0,0,0,-1.2686771924282,-1.93213372948489,-4.36935351452912,-3.20081092191309
"DB","Greg Stroman","POST",2560886,5.63911114018408,11,2,0,1,1,0,0,0.948323645921513,4.72777520859918,-0.03698771433661,5.67609885452069
"MLB","Joe Schobert","POST",2555166,4.79996416347269,21,1,0,0,0,0,0,1.96966547767212,2.83029868580057,0,4.79996416347269
"FS","Curtis Riley","POST",2553822,4.48974022908601,41,1,0,0,1,0,0,0.415659895712545,4.07408033337347,0,4.48974022908601
"CB","Jaire Alexander","POST",2560952,4.1393088298537,7,1,0,0,1,0,0,0.975015343796828,3.16429348605687,0,4.1393088298537
"FS","Tyrann Mathieu","POST",2540180,3.20822555861798,27,1,1,0,0,1,0,3.82092364453246,-0.71638018282155,0.103682096907067,3.10454346171091
"CB","Eli Apple","POST",2555277,3.16436252304199,13,2,1,0,0,2,0,-0.706582134683663,2.16921070914076,1.70173394858489,1.4626285744571
"S","Maurice Smith","POST",2559058,2.9516823840595,5,1,0,1,0,0,0,-0.495377989347086,3.44706037340659,0,2.9516823840595
"MLB","Jordan Hicks","POST",2552315,2.76362951899601,17,0,0,0,0,1,0,1.06299251337936,0,1.70063700561665,1.06299251337936
"CB","P.J. Williams","POST",2552484,2.69715055665052,24,1,0,0,0,0,0,-0.508804884384811,3.20595544103533,0,2.69715055665052
"CB","Jonathan Jones","POST",2556571,2.65656059751778,20,1,0,0,1,0,0,0.201231726719082,2.4553288707987,0,2.65656059751778
"FS","Jaquiski Tartt","POST",2552391,2.6079119399795,16,1,0,0,0,0,0,3.16943179825969,-0.56151985828019,0,2.6079119399795
"FS","Will Parks","POST",2556278,2.41526889412144,12,1,0,1,0,0,0,0.942762375882794,1.47250651823865,0,2.41526889412144
"SS","Chris Banjo","POST",2541192,2.34219644270927,8,1,0,0,1,0,0,0.689676700690578,1.65251974201869,0,2.34219644270927
"FS","Kevin Byard","POST",2555158,2.242273414308,34,1,0,0,0,1,0,0.150382160296442,2.05024640674045,0.041644847271113,2.20062856703689
"CB","Damarious Randall","POST",2552389,2.23727365852109,34,3,1,1,0,1,0,-1.17040594527094,3.36389993744851,0.0437796663435219,2.19349399217757
"SS","Matthias Farley","POST",2556429,2.08374195675056,11,1,0,1,0,0,0,-0.0127980321261794,2.09653998887674,0,2.08374195675056
"OLB","Kiko Alonso","POST",2539935,1.93698020811055,25,0,0,0,0,0,0,1.93698020811055,0,0,1.93698020811055
"FS","Vonn Bell","POST",2555530,1.80538001358156,25,1,0,1,0,0,0,-0.0590872458778753,1.86446725945944,0,1.80538001358156
"SS","Reshad Jones","POST",496739,1.76991039879419,19,1,0,1,0,0,0,0.891410291753638,0.878500107040552,0,1.76991039879419
"DB","J.C. Jackson","POST",2560754,1.57626574344513,5,1,0,0,0,0,0,-0.316623616284489,1.89288935972962,0,1.57626574344513
"OLB","Mychal Kendricks","POST",2532890,1.54945103516373,2,1,0,0,0,0,0,1.03182876877361,0.517622266390115,0,1.54945103516373
"OLB","Kyle Emanuel","POST",2552296,1.50651469242828,6,1,0,0,0,0,0,-0.764728246193676,2.27124293862196,0,1.50651469242828
"ILB","Zaire Franklin","POST",2561155,1.40913056591216,7,1,0,1,0,0,0,0.56666554237864,0.842465023533522,0,1.40913056591216
"FS","Harrison Smith","POST",2532948,1.33426832388858,35,1,0,1,0,0,0,-0.200381833167313,1.53465015705589,0,1.33426832388858
"FS","Mike Adams","POST",2505708,1.22283278280281,27,1,0,1,0,0,0,0.197090232811647,1.02574254999116,0,1.22283278280281
"SS","Jamal Adams","POST",2557979,1.2205227784989,33,1,0,1,0,0,0,0.442194216877406,0.778328561621491,0,1.2205227784989
"CB","Aqib Talib","POST",1302,1.16858076661696,11,1,0,0,0,0,0,1.38737219573797,-0.218791429121006,0,1.16858076661696
"CB","Jason McCourty","POST",89756,1.15566924757795,15,1,0,1,0,0,0,0.154566946389847,1.0011023011881,0,1.15566924757795
"CB","Ryan Lewis","POST",2559208,1.15051769584446,2,1,0,1,0,0,0,-0.266435096573962,1.41695279241842,0,1.15051769584446
"CB","Ryan Smith","POST",2555552,1.09412147316895,8,3,1,1,0,0,0,-0.842552632497607,1.93667410566656,0,1.09412147316895
"SS","Quandre Diggs","POST",2552262,1.09221521563563,29,1,0,1,0,0,0,0.0735629561219372,1.36988233344105,-0.351230073927355,1.44344528956299
"CB","Justin Coleman","POST",2553637,1.07668492699845,29,1,0,1,0,0,0,-0.376471803972902,1.45315673097135,0,1.07668492699845
"SS","Bradley McDougald","POST",2539243,1.07276410093067,25,2,1,1,0,1,0,0.452812921512999,0.23560758733308,0.384343592084593,0.688420508846079
"FS","Eric Weddle","POST",2495775,1.00733717144251,35,1,0,1,0,0,0,0.983918150789119,0.023419020653389,0,1.00733717144251
"SS","Malcolm Jenkins","POST",79848,0.97811835011353,37,1,0,1,0,0,0,0.259378384694164,0.718739965419366,0,0.97811835011353
"S","Jessie Bates","POST",2560970,0.89179069821936,57,1,0,1,0,0,0,0.821771481768492,0.0700192164508684,0,0.89179069821936
"CB","Adam Jones","POST",2506345,0.834204608299599,2,1,0,0,0,0,0,-0.393682426139311,1.22788703443891,0,0.834204608299599
"CB","Phillip Gaines","POST",2543851,0.704780807659796,4,1,0,1,0,0,0,-0.416122551494274,1.12090335915407,0,0.704780807659796
"MLB","Dont'a Hightower","POST",2533057,0.615408300486596,8,1,1,0,0,1,0,0.0729873343746422,-0.205589507260159,0.748010473372113,-0.132602172885517
"LB","Kenny Young","POST",2560947,0.405713667628967,7,0,0,0,0,0,0,0,0,0.405713667628967,0
"SS","T.J. McDonald","POST",2539309,0.398857962465372,53,1,1,0,0,1,0,0.658965744909717,-0.62195453324876,0.361846750804415,0.037011211660957
"CB","Kareem Jackson","POST",496735,0.34612502956914,37,1,0,0,0,0,0,-1.96026747211914,2.30639250168828,0,0.34612502956914
"MLB","Luke Kuechly","POST",2533056,0.3412145866962,24,1,1,0,0,0,0,1.47299290608125,-1.13177831938505,0,0.3412145866962
"FS","Rodney McLeod","POST",2534832,0.312735853959173,7,1,0,1,0,0,0,0.671133002628886,-0.358397148669713,0,0.312735853959173
"FS","Tre Boston","POST",2543830,0.290071138969123,34,2,1,0,0,0,0,-0.0160856189366942,0.306156757905817,0,0.290071138969123
"CB","Darius Slay","POST",2540288,0.285992653572677,16,0,0,0,0,0,0,0.285992653572677,0,0,0.285992653572677
"CB","Logan Ryan","POST",2540162,0.189584822987667,20,0,0,0,0,0,0,0.189584822987667,0,0,0.189584822987667
"DB","Tre Sullivan","POST",2559260,0.188299648070549,15,0,0,0,0,0,0,0.188299648070549,0,0,0.188299648070549
"LB","Darius Leonard","POST",2560789,0.173238684421265,28,0,0,0,0,0,0,0,0,0.173238684421265,0
"SS","Damontae Kazee","POST",2558184,0.138550894868295,40,1,1,0,0,0,0,0.422018766252772,-0.283467871384477,0,0.138550894868295
"CB","Desmond King","POST",2557927,0.123412944452894,34,1,0,1,0,0,0,-0.333331456085641,0.456744400538535,0,0.123412944452894
"ILB","Patrick Onwuasor","POST",2556642,0.0869105061701909,8,0,0,0,0,0,0,0.0869105061701909,0,0,0.0869105061701909
"OLB","Christian Kirksey","POST",2543720,0.083207510599161,10,0,0,0,0,1,0,0,0,0.083207510599161,0
"DB","Isaac Yiadom","POST",2560946,0.0795004172272203,3,0,0,0,0,0,0,0.0795004172272203,0,0,0.0795004172272203
"SS","Jahleel Addae","POST",2541958,0.0665902899415904,54,0,0,0,0,1,0,0,0,0.0665902899415904,0
"CB","Chidobe Awuzie","POST",2557840,0.0566950383408567,10,0,0,0,0,0,0,0,0,0.0566950383408567,0
"ILB","Jon Bostic","POST",2539978,0.047226122291501,10,1,1,0,0,0,0,0.140621582078009,-0.093395459786508,0,0.047226122291501
"LB","Dorian O'Daniel","POST",2560827,-0.00526489453343498,16,1,1,0,0,0,0,0.129790432190262,-0.377625627881916,0.242570301158219,-0.247835195691654
"FS","Earl Thomas","POST",2508080,-0.0176252558828001,5,1,1,0,0,0,0,1.34999401759509,-1.36761927347789,0,-0.0176252558828001
"ILB","B.J. Goodson","POST",2555522,-0.0356433988625999,5,0,0,0,0,0,0,0,0,-0.0356433988625999,0
"FS","Antoine Bethea","POST",2495807,-0.0474680986487843,30,1,1,0,0,2,0,0.0333786486267007,-0.3772674248962,0.296420677620715,-0.343888776269499
"ILB","Josh Harvey-Clemons","POST",2557880,-0.0635931130450375,10,1,1,0,0,1,0,0.285033446845952,-0.3012974973998,-0.0473290624911895,-0.016264050553848
"SS","Josh Jones","POST",2558119,-0.068000356123702,19,1,1,0,0,1,0,0.425218237035472,-1.23793024111685,0.744711647957676,-0.812712004081378
"SS","Jarrod Wilson","POST",2556711,-0.0885854662238721,6,0,0,0,0,0,0,0,0,-0.0885854662238721,0
"MLB","Hardy Nickerson","POST",2558982,-0.095764429562446,14,1,1,0,0,0,0,0.21790764626171,-0.354997711608469,0.041325635784313,-0.137090065346759
"ILB","Nicholas Morrow","POST",2559054,-0.10742094456923,8,1,1,0,0,0.5,0,0.0409233742505336,-0.116739083969063,-0.0316052348507004,-0.0758157097185294
"LB","Tremaine Edmunds","POST",2560713,-0.108152592563837,22,0,0,0,0,1,0,0,0,-0.108152592563837,0
"FS","Lamarcus Joyner","POST",2543492,-0.122368251952727,44,0,0,0,0,1,0,0,0,-0.122368251952727,0
"ILB","Mason Foster","POST",2495281,-0.153308943130501,28,1,1,0,0,0,0,0.0764044650265384,-0.103834517419747,-0.125878890737292,-0.0274300523932086
"OLB","Kyle Van Noy","POST",2543699,-0.160601047431227,14,1,1,0,0,0,0,0.026189974838537,-0.0776034059038261,-0.109187616365938,-0.0514134310652891
"SS","Shawn Williams","POST",2539233,-0.176612818023429,31,2,2,0,0,1.5,0,0.241600087679806,-0.346314439189526,-0.0718984665137086,-0.10471435150972
"CB","Troy Hill","POST",2553536,-0.179640343291022,5,0,0,0,0,0.5,0,0,0,-0.179640343291022,0
"SS","Derwin James","POST",2560760,-0.184468252584629,27,1,1,0,0,1,0,-0.038335373801438,-0.373577971400187,0.227445092616996,-0.411913345201625
"OLB","Lorenzo Alexander","POST",2506268,-0.185695040234434,5,1,1,0,0,0,0,0.0528396946510745,-0.27226715545617,0.0337324205706611,-0.219427460805096
"LB","Tanner Vallejo","POST",2558289,-0.205544529766602,4,1,1,0,0,0,0,0.000172685763761171,-0.320724489149552,0.115007273619189,-0.320551803385791
"CB","Tramon Williams","POST",2506789,-0.238790146554427,22,1,1,0,0,1,0,0.341817472115677,-0.581319607163792,0.000711988493688143,-0.239502135048115
"FS","Jordan Poyer","POST",2539290,-0.23954302905213,39,1,1,0,0,1,0,-0.134417149056811,-0.175407975150242,0.0702820951549226,-0.309825124207053
"ILB","Todd Davis","POST",2550930,-0.247212704687716,7,1,1,0,0,0,0,-0.0884164530542502,-0.115265708366408,-0.0435305432670581,-0.203682161420658
"SS","Barry Church","POST",494259,-0.260675995829525,27,1,1,0,0,1,0,0.0137543395408063,-0.427613902400314,0.153183567029983,-0.413859562859508
"CB","Leon Hall","POST",2495617,-0.306026247978431,15,1,1,0,0,0,0,0.0220837015542388,-0.32810994953267,0,-0.306026247978431
"ILB","Wesley Woodyard","POST",2354,-0.307835241159348,14,2,2,0,0,0.5,0,0.380472807755483,-0.683864776751939,-0.00444327216289153,-0.303391968996456
"FS","Adrian Colbert","POST",2558857,-0.307982260535845,12,1,1,0,0,1,0,-0.464058035758564,0.29748996407299,-0.141414188850271,-0.166568071685574
"FS","Eddie Jackson","POST",2558176,-0.311184783386209,45,0,0,0,0,0,0,-0.311184783386209,0,0,-0.311184783386209
"CB","Anthony Brown","POST",2555531,-0.3144883190862,29,1,1,0,0,0,0,-0.25381823575448,-0.0606700833317202,0,-0.3144883190862
"ILB","Zach Cunningham","POST",2558094,-0.326037996373964,25,1,1,0,0,0,0,-0.067350180322454,-0.7610496710611,0.50236185500959,-0.828399851383554
"CB","Trevor Williams","POST",2556828,-0.342760237934445,6,1,1,0,0,0,0,0.0993594469452939,-0.442119684879739,0,-0.342760237934445
"LB","Jerome Baker","POST",2560966,-0.396344823924225,19,1,1,0,0,0,0,-0.152895622694464,-0.18181499794424,-0.0616342032855215,-0.334710620638704
"CB","Briean Boddy-Calhoun","POST",2556475,-0.418086904609317,13,1,1,0,0,1,0,0.0303998055991077,-0.805837922341334,0.357351212132909,-0.775438116742226
"SS","Erik Harris","POST",2555568,-0.461595100024085,25,0,0,0,0,1,0,0,0,-0.461595100024085,0
"SS","Morgan Burnett","POST",496727,-0.469475921211419,15,1,1,0,0,1,0,-0.0786773257381621,-0.37445014523515,-0.0163484502381064,-0.453127470973312
"DB","Jordan Whitehead","POST",2560930,-0.489486684149196,34,0,0,0,0,1.5,0,0,0,-0.489486684149196,0
"OLB","De'Vondre Campbell","POST",2555255,-0.489915582798149,23,1,1,0,0,1,0,-0.102716323873335,-0.303136363048885,-0.0840628958759286,-0.40585268692222
"LB","Fred Warner","POST",2560917,-0.494046084530857,23,1,1,0,0,0,0,-0.0779829602793548,-0.416063124251502,0,-0.494046084530857
"MLB","Jaylon Smith","POST",2555310,-0.51277301370943,28,1,1,0,0,0,0,-0.15357803078259,-0.35919498292684,0,-0.51277301370943
"CB","Nickell Robey-Coleman","POST",2540197,-0.522882559960824,36,1,1,0,0,0,0,0.0358320996526764,-0.5587146596135,0,-0.522882559960824
"CB","Tre'Davious White","POST",2557867,-0.528320729420225,9,0,0,0,0,0,0,-0.528320729420225,0,0,-0.528320729420225
"FS","Ron Parker","POST",2530794,-0.537753830531006,33,1,1,0,0,1,0,0.122756453053465,-0.72802605800295,0.0675157744184791,-0.605269604949485
"LB","Austin Calitro","POST",2558925,-0.542274976401375,6,1,1,0,0,0,0,0.180501292685539,-0.777880925202621,0.0551046561157067,-0.597379632517082
"FS","Glover Quin","POST",71441,-0.570657738947093,26,2,2,0,0,1,0,-0.0220572272175747,-0.640515480730794,0.0919149690012757,-0.662572707948369
"DB","Danny Johnson","POST",2560764,-0.580544581557919,2,1,1,0,0,1,0,-0.249420748333048,-0.280040410289412,-0.0510834229354593,-0.52946115862246
"SS","Adrian Phillips","POST",2550842,-0.600239519443924,27,3,2,0,0,1,0,0.778670695907913,-1.70609132522677,0.327181109874933,-0.927420629318857
"SS","Chris Conte","POST",2495272,-0.60985619179571,14,1,1,0,0,1,0,0.0995209441305505,-0.729381700991743,0.0200045650654821,-0.629860756861193
"CB","Tavon Young","POST",2555378,-0.616990158120967,23,1,1,0,0,0,0,0.242685701579231,-1.60002524833804,0.740349388637842,-1.35733954675881
"SS","Patrick Chung","POST",71251,-0.629081934010059,24,1,1,0,0,0,0,-0.328195100423069,-0.30088683358699,0,-0.629081934010059
"CB","Donte Jackson","POST",2560753,-0.629642313612069,14,1,1,0,0,0.5,0,-0.121964242952077,-0.239282668094851,-0.268395402565141,-0.361246911046928
"CB","Marcus Williams","POST",2550605,-0.637963552396081,4,1,1,0,0,1,0,0.0631037000707083,-0.899658584890178,0.198591332423389,-0.83655488481947
"FS","Eric Murray","POST",2555173,-0.742620891004594,23,3,2,0,0,2,0,-2.16848355974824,1.49345482162827,-0.0675921528846245,-0.67502873811997
"OLB","Nigel Bradham","POST",2532800,-0.752372907936444,21,0,0,0,0,0,0,-0.752372907936444,0,0,-0.752372907936444
"CB","Shaquill Griffin","POST",2558259,-0.759427696425873,11,1,1,0,0,0,0,-0.197510096537353,-0.56191759988852,0,-0.759427696425873
"CB","Ahkello Witherspoon","POST",2558157,-0.759770409800836,5,0,0,0,0,0,0,-0.759770409800836,0,0,-0.759770409800836
"CB","Carlton Davis","POST",2561039,-0.919727213203211,15,1,1,0,0,1,0,-0.718989513340291,-0.50290288306236,0.30216518319944,-1.22189239640265
"SS","Justin Simmons","POST",2555550,-0.938275984652517,27,1,1,0,0,1,0,0.354250698947094,-1.26620445376052,-0.0263222298390915,-0.911953754813426
"FS","Jimmie Ward","POST",2543741,-0.939443930356612,5,1,1,0,0,0,0,-0.259067457458952,-0.68037647289766,0,-0.939443930356612
"FS","Malik Hooker","POST",2558060,-0.956230651035286,50,4,3,1,0,1,0,1.44688738974802,-3.00584752110103,0.602729480317724,-1.55896013135301
"MLB","Adarius Taylor","POST",2550565,-0.970659996608965,11,2,2,0,0,0.5,0,-0.516365569653224,-0.487931029007843,0.0336366020521024,-1.00429659866107
"OLB","Tahir Whitehead","POST",2532986,-0.977637693559491,15,1,1,0,0,0,0,-0.793263678598521,-0.18437401496097,0,-0.977637693559491
"CB","Joe Haden","POST",496733,-1.00635355855034,15,1,1,0,0,1,0,-0.981915713994901,-0.29897318199962,0.274535337444177,-1.28088889599452
"FS","Clayton Geathers","POST",2552386,-1.0065620718837,38,3,2,0,0,0,0,-1.32518891573175,0.191194815422604,0.127432028425444,-1.13399410030915
"LB","Alec Ogletree","POST",2540143,-1.03518303952344,15,1,1,0,0,0,0,-0.525476516285103,-0.509706523238336,0,-1.03518303952344
"CB","Kyle Fuller","POST",2543681,-1.04019278556762,13,1,1,0,0,0,0,-0.621076837691582,-0.43716598348592,0.0180500356098778,-1.0582428211775
"FS","Corey Graham","POST",2495613,-1.08729947588083,26,1,1,0,0,0,0,-0.928724807332577,-0.15857466854825,0,-1.08729947588083
"FS","Antone Exum","POST",2543680,-1.17925919869254,24,1,1,0,0,1,0,-0.293314007456506,-0.92592351127819,0.0399783200421595,-1.2192375187347
"OLB","Jamie Collins","POST",2539311,-1.18919079496266,15,1,1,0,0,0,0,-1.10843635739313,-0.072205250692556,-0.00854918687697581,-1.18064160808569
"CB","Johnathan Joseph","POST",2495872,-1.20292274591386,16,1,1,0,0,0,0,0.167355425987244,-1.3702781719011,0,-1.20292274591386
"FS","D.J. Swearinger","POST",2539943,-1.27468509048405,50,1,1,0,0,1,0,-0.264913811087082,-1.07083880401461,0.0610675246176431,-1.33575261510169
"CB","Prince Amukamara","POST",2495108,-1.28418169645276,18,1,1,0,0,0,0,-0.00150818164433097,-1.24146336767401,-0.0412101471344206,-1.24297154931834
"CB","Rasul Douglas","POST",2558168,-1.29137116801555,10,1,1,0,0,2,0,-0.830443308452076,-0.40644376072185,-0.054484098841624,-1.23688706917393
"OLB","Josh Keyes","POST",2553719,-1.29485089197724,4,1,1,0,0,0,0,-0.61852730106832,-0.65760474797002,-0.0187188429389005,-1.27613204903834
"FS","George Odum","POST",2561131,-1.33276203136369,10,3,3,0,0,3,0,-0.272955230883482,-1.08401275636478,0.0242059558845756,-1.35696798724826
"ILB","Jayon Brown","POST",2558005,-1.34842795533848,12,1,1,0,0,0,0,-0.57532158739227,-1.00558411517284,0.232477747226634,-1.58090570256511
"LB","Roquan Smith","POST",2560877,-1.3520337579806,24,1,1,0,0,0,0,-0.036751890318484,-0.75497249051038,-0.560309377151738,-0.791724380828864
"SS","Tony Jefferson","POST",2540164,-1.38613324997585,33,3,2,1,0,1.5,0,-0.756154044770307,-0.658265188555326,0.0282859833497846,-1.41441923332563
"CB","Rashaan Melvin","POST",2541200,-1.43930016895881,15,1,1,0,0,1.5,0,-0.761707574588864,-0.57743191855475,-0.1001606758152,-1.33913949314361
"CB","Sherrick McManis","POST",494289,-1.46062548391567,9,1,1,0,0,0,0,-0.703790574027571,-0.7568349098881,0,-1.46062548391567
"CB","Coty Sensabaugh","POST",2532946,-1.54040218988151,8,1,1,0,0,1,0,-1.09981784513881,-0.479512829531341,0.038928484788642,-1.57933067467015
"CB","James Bradberry","POST",2555175,-1.54562875725238,16,1,1,0,0,1,0,-1.22626602289592,-0.36560884284386,0.046246108487404,-1.59187486573978
"SS","Landon Collins","POST",2552454,-1.5834646616393,24,2,2,0,0,1.5,0,-0.810823422702186,-0.721873321695385,-0.0507679172417277,-1.53269674439757
"CB","Kevin King","POST",2557996,-1.64564111850098,5,1,1,0,0,0,0,-0.659922557639545,-0.98571856086144,0,-1.64564111850098
"CB","Darryl Roberts","POST",2553353,-1.74622638089292,17,2,1,0,0,1,0,-0.195672132620784,-1.00643825577271,-0.544115992499429,-1.20211038839349
"CB","Robert Alford","POST",2539653,-1.86173913111657,7,1,1,0,0,0,0,1.11851799432598,-2.98025712544255,0,-1.86173913111657
"SS","Sean Davis","POST",2555386,-1.9648111505867,46,2,1,1,0,0,0,1.15693408280669,-2.48603922264323,-0.635706010750162,-1.32910513983654
"MLB","Elandon Roberts","POST",2556119,-2.00774799833545,7,2,2,0,0,1,0,0.924224214135169,-3.00817305793426,0.0762008454636378,-2.08394884379909
"SS","Michael Thomas","POST",2535687,-2.45470645474286,10,1,1,0,0,0,0,-1.14115164292681,-1.31355481181605,0,-2.45470645474286
"SS","Eddie Pleasant","POST",2532928,-2.59926176391913,3,1,1,0,0,1,0,1.06535789038062,-3.67984171856479,0.0152220642650351,-2.61448382818417
"FS","Tashaun Gipson","POST",2532848,-2.69519610712622,36,3,3,0,0,2,0,0.955723262899544,-3.63518521617104,-0.0157341538547236,-2.6794619532715
"SS","Kenny Vaccaro","POST",2539320,-2.72181733214412,11,1,1,0,0,0,0,-1.03143400365278,-1.69038332849134,0,-2.72181733214412
"FS","Jabrill Peppers","POST",2557980,-2.78108437120134,23,3,2,0,0,0,0,-1.71178949247562,-1.06929487872572,0,-2.78108437120134
"S","Isaiah Johnson","POST",2556567,-2.89050013365552,19,1,1,0,0,0,0,-2.180260006315,-0.71024012734052,0,-2.89050013365552
"LB","Raekwon McMillan","POST",2558070,-2.98184449856271,16,1,1,0,0,0,0,-0.570705659522495,-0.86948647118634,-1.54165236785387,-1.44019213070884
"FS","Budda Baker","POST",2558009,-3.58771848233219,17,2,2,0,0,0,0,-0.499037220260447,-3.21707540088556,0.128394138813813,-3.71611262114601
"SS","Micah Hyde","POST",2539240,-3.62875757792291,43,2,2,0,0,0,0,0.759274942208815,-4.38803252013173,0,-3.62875757792291
