"nflId_def","Pos","Player","G","Pass Snaps","%Zone","route","Zone EPS","Zone EPS Closing","Zone EPS Ball Skills","Zone EPS Tackling","Covers","Accurate TAR","C","INT","PB","T","FF"
2495613,"FS","Corey Graham (PHI)",13,439,0.9,"FLAT",-0.79,-0.47,-0.45,0.13,18,1,1,0,0,1,0
2532878,"CB","Leonard Johnson (ARI)",3,61,0.49,"SCREEN",-0.79,0.2,0.26,-1.25,2,1,1,0,0,1,0
2555160,"ILB","Antonio Morrison (GB)",16,119,0.9,"FLAT",-0.79,-0.11,-1.05,0.36,9,1,1,0,0,0,0
496739,"SS","Reshad Jones (MIA)",14,417,0.91,"FLAT",-0.8,0.14,-0.78,-0.16,24,1,1,0,0,1,0
2539978,"ILB","Jon Bostic (PIT)",15,280,0.71,"GO",-0.8,-0.31,-0.8,0.31,7,1,1,0,0,1,0
2553353,"CB","Darryl Roberts (NYJ)",14,432,0.67,"GO",-0.8,-0.23,-0.52,-0.06,32,1,1,0,0,1,0
2539293,"ILB","Gerald Hodges (ARI)",9,171,0.77,"IN",-0.8,-0.52,-0.28,0,10,1,1,0,0,0,0
2560789,"LB","Darius Leonard (IND)",15,535,0.78,"GO",-0.8,-0.34,-0.46,0,26,1,1,0,0,0,0
80668,"CB","Captain Munnerlyn (CAR)",16,425,0.52,"HITCH",-0.81,-0.48,-1.28,0.96,61,3,3,0,0,3,0
1302,"CB","Aqib Talib (LA)",8,217,0.55,"SCREEN",-0.81,-0.41,-0.2,-0.2,10,1,1,0,0,0,0
2560753,"CB","Donte Jackson (CAR)",15,524,0.45,"CROSS",-0.81,-0.72,-0.89,0.81,19,2,2,0,0,3,0
2552262,"SS","Quandre Diggs (DET)",16,541,0.85,"SLANT",-0.81,-0.37,-0.42,-0.03,18,2,2,0,0,1,0
2555349,"CB","Kendall Fuller (KC)",14,622,0.48,"OUT",-0.81,-0.34,0.02,-0.5,37,2,2,0,0,1,0
2533057,"MLB","Dont'a Hightower (NE)",15,457,0.84,"HITCH",-0.82,0.03,-1.21,0.36,21,5,5,0,0,2.5,0
2543814,"MLB","Preston Brown (CIN)",7,191,0.81,"FLAT",-0.82,-0.32,0,-0.5,30,0,0,0,0,1,0
2557855,"MLB","Jarrad Davis (DET)",16,548,0.89,"ANGLE",-0.82,-0.38,-0.37,-0.08,21,3,3,0,0,1,0
2555530,"FS","Vonn Bell (NO)",16,499,0.76,"HITCH",-0.82,0.04,-0.83,-0.03,42,4,4,0,0,2,0
2555568,"SS","Erik Harris (OAK)",15,220,0.87,"SLANT",-0.82,-0.13,-0.69,0,8,1,1,0,0,0,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,0.86,"CORNER",-0.82,-0.59,-0.23,0,12,1,1,0,0,0,0
2555158,"FS","Kevin Byard (TEN)",16,582,0.87,"CROSS",-0.82,0.13,-0.9,-0.05,32,2,2,0,0,2,0
2540221,"ILB","Vince Williams (PIT)",14,427,0.73,"ANGLE",-0.83,0.32,-0.59,-0.56,16,3,3,0,0,1.5,0
2555339,"ILB","Kamalei Correa (TEN)",13,178,0.79,"CROSS",-0.83,0.87,0.63,-2.33,4,1,1,0,0,0,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,0.92,"HITCH",-0.83,-0.34,-0.33,-0.16,10,1,1,0,0,1,0
2543474,"CB","Darqueze Dennard (CIN)",13,412,0.44,"CROSS",-0.84,-0.89,0.29,-0.25,38,4,4,0,0,4,0
2560886,"DB","Greg Stroman (WAS)",12,261,0.47,"HITCH",-0.84,0.15,-0.36,-0.62,31,4,4,0,0,4,0
2495343,"CB","Buster Skrine (NYJ)",14,401,0.48,"CROSS",-0.84,-0.32,0.06,-0.58,39,2,2,0,0,1,0
2543470,"FS","Ha Ha Clinton-Dix (GB/WAS)",16,554,0.96,"SLANT",-0.85,-0.11,-0.15,-0.59,17,2,2,0,0,0,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,0.86,"CROSS",-0.85,-0.52,0.21,-0.54,61,3,3,0,0,2.5,0
2552447,"OLB","Shaq Thompson (CAR)",14,332,0.74,"SLANT",-0.85,0.97,-2.59,0.77,12,3,3,0,0,2,0
2561318,"ILB","Tae Davis (NYG)",11,200,0.87,"OUT",-0.85,-0.45,-0.25,-0.15,7,1,1,0,0,1,0
2556445,"CB","Brian Poole (ATL)",16,531,0.59,"SCREEN",-0.85,0.29,-0.48,-0.65,15,1,1,0,0,0.5,0
2552689,"CB","Ronald Darby (PHI)",9,373,0.4,"OUT",-0.85,-0.45,-0.47,0.06,13,3,3,0,0,1.5,0
1302,"CB","Aqib Talib (LA)",8,217,0.55,"HITCH",-0.86,-0.31,0.05,-0.6,20,2,2,0,0,1.5,0
2556567,"S","Isaiah Johnson (TB)",12,220,0.9,"OUT",-0.86,-0.39,-0.47,0,6,1,1,0,0,1,0
2535687,"SS","Michael Thomas (NYG)",16,317,0.72,"HITCH",-0.86,-0.52,0.07,-0.41,27,3,2,0,1,1,0
2532804,"ILB","Zach Brown (WAS)",16,386,0.84,"WHEEL",-0.86,-0.17,-0.77,0.08,5,1,1,0,0,1,0
2499278,"OLB","Malcolm Smith (SF)",12,179,0.77,"GO",-0.87,-0.67,-0.64,0.44,12,1,1,0,0,0,0
2558163,"OLB","Alex Anzalone (NO)",16,334,0.74,"ANGLE",-0.87,0,-0.16,-0.72,14,1,1,0,0,0.5,0
2507644,"OLB","Ramon Humber (BUF/NE)",4,35,0.82,"SCREEN",-0.87,0,0,-0.87,1,0,0,0,0,0,0
2535613,"ILB","L.J. Fort (PIT)",11,198,0.83,"CROSS",-0.87,-0.07,-0.81,0.01,17,2,2,0,0,1,0
494259,"SS","Barry Church (JAX)",11,355,0.88,"OUT",-0.87,-0.83,-0.18,0.14,7,1,1,0,0,0,0
2560755,"CB","Josh Jackson (GB)",16,434,0.4,"HITCH",-0.87,0.76,0.02,-1.66,36,5,4,0,1,3,0
2552454,"SS","Landon Collins (NYG)",12,436,0.79,"SCREEN",-0.88,0.26,-0.4,-0.73,10,1,1,0,0,0,0
2558801,"OLB","Jordan Evans (CIN)",14,246,0.71,"CROSS",-0.88,-0.4,-0.46,-0.03,25,1,1,0,0,0,0
2495493,"DE","Justin Houston (KC)",11,390,0.79,"CROSS",-0.88,-0.37,-0.44,-0.08,9,1,1,0,0,0,0
2552262,"SS","Quandre Diggs (DET)",16,541,0.85,"CROSS",-0.89,-1.03,-0.49,0.63,42,3,3,0,0,3,0
2557958,"CB","Sidney Jones (PHI)",9,227,0.56,"FLAT",-0.89,-0.3,-0.55,-0.03,19,1,1,0,0,0,0
2543680,"FS","Antone Exum (SF)",12,320,0.88,"OUT",-0.89,-0.09,-0.37,-0.43,18,2,1,0,1,1,0
2560822,"CB","Parry Nickerson (NYJ)",7,147,0.54,"SCREEN",-0.89,0,0,-0.89,8,0,0,0,0,0,0
2553822,"FS","Curtis Riley (NYG)",16,578,0.97,"CORNER",-0.9,-2.43,1.93,-0.4,31,2,1,0,0,1,0
2533059,"CB","Morris Claiborne (NYJ)",15,572,0.33,"OUT",-0.91,-1.05,-0.12,0.26,9,1,1,0,0,0,0
2533008,"ILB","Demario Davis (NO)",16,545,0.81,"SLANT",-0.91,0.37,-1.32,0.04,18,2,2,0,0,1,0
2560916,"CB","Denzel Ward (CLE)",13,500,0.44,"SLANT",-0.91,0.32,-1.1,-0.12,21,3,3,0,0,3,0
2532948,"FS","Harrison Smith (MIN)",15,495,0.88,"HITCH",-0.91,-0.25,-0.24,-0.43,31,1,1,0,0,0.5,0
2555528,"OLB","Nick Vigil (CIN)",11,406,0.71,"HITCH",-0.91,-0.79,0.33,-0.45,41,2,2,0,0,3,0
2495343,"CB","Buster Skrine (NYJ)",14,401,0.48,"FLAT",-0.92,0.13,0.05,-1.1,29,1,1,0,0,0,0
2556475,"CB","Briean Boddy-Calhoun (CLE)",14,426,0.61,"FLAT",-0.92,0.02,-0.31,-0.63,29,3,3,0,0,1.5,0
2561039,"CB","Carlton Davis (TB)",13,396,0.34,"POST",-0.92,-0.72,-0.5,0.3,15,1,1,0,0,1,0
2558062,"CB","Gareon Conley (OAK)",14,346,0.32,"CORNER",-0.92,0.75,-1.53,-0.14,7,1,1,0,0,1,0
2495613,"FS","Corey Graham (PHI)",13,439,0.9,"ANGLE",-0.92,0.19,-0.11,-1,6,1,1,0,0,0,0
2558159,"FS","Xavier Woods (DAL)",14,513,0.98,"CROSS",-0.92,0.01,-0.72,-0.21,38,2,2,0,0,1.5,0
2552434,"CB","Bobby McCain (MIA)",14,426,0.41,"GO",-0.93,-0.62,-0.31,0,31,1,1,0,0,0,0
2532875,"CB","Janoris Jenkins (NYG)",16,602,0.44,"CORNER",-0.93,-0.56,-0.37,0,20,1,1,0,0,0,0
494287,"FS","Devin McCourty (NE)",16,625,0.84,"IN",-0.93,0.07,-1.14,0.13,31,2,2,0,0,2,0
2552315,"MLB","Jordan Hicks (PHI)",12,461,0.86,"WHEEL",-0.94,0.34,-1.16,-0.11,3,1,1,0,0,1,0
2555550,"SS","Justin Simmons (DEN)",15,572,0.8,"POST",-0.94,0.35,-1.27,-0.03,27,1,1,0,0,1,0
2543741,"FS","Jimmie Ward (SF)",8,237,0.63,"POST",-0.94,-0.26,-0.68,0,5,1,1,0,0,0,0
2555380,"CB","Cyrus Jones (BAL/NE)",4,8,1,"ANGLE",-0.94,0.04,-0.65,-0.34,1,1,1,0,0,0,0
2560877,"LB","Roquan Smith (CHI)",16,567,0.73,"IN",-0.94,-0.45,-0.42,-0.07,43,3,2,0,1,1,0
2555280,"CB","Jalen Ramsey (JAX)",16,550,0.34,"HITCH",-0.94,-0.31,-0.45,-0.19,46,5,5,0,0,4,0
2561117,"DB","Tarvarius Moore (SF)",10,110,0.41,"GO",-0.94,-0.9,-0.07,0.03,9,1,1,0,0,0,0
2561003,"LB","Shaun Dion Hamilton (WAS)",5,51,0.82,"HITCH",-0.95,0.23,-1.02,-0.16,7,1,1,0,0,0,0
2558183,"SS","John Johnson (LA)",16,564,0.86,"CORNER",-0.95,-0.1,-0.24,-0.61,16,1,1,0,0,0,0
2553500,"CB","Bryce Callahan (CHI)",13,454,0.39,"OUT",-0.95,-0.42,-0.57,0.03,23,1,1,0,0,0,0
2532875,"CB","Janoris Jenkins (NYG)",16,602,0.44,"GO",-0.95,-0.42,-0.49,-0.04,41,1,1,0,0,0,0
2561318,"ILB","Tae Davis (NYG)",11,200,0.87,"FLAT",-0.95,-0.19,-0.4,-0.36,18,3,3,0,0,1,0
494259,"SS","Barry Church (JAX)",11,355,0.88,"HITCH",-0.95,-0.29,-0.83,0.17,19,2,2,0,0,0,0
2561417,"CB","Charvarius Ward (KC)",4,73,0.28,"FLAT",-0.95,0,0,-0.95,3,0,0,0,0,1,0
2558060,"FS","Malik Hooker (IND)",14,516,0.99,"POST",-0.96,1.45,-3.01,0.6,50,4,3,0,1,1,0
2561383,"LB","Ben Niemann (KC)",6,23,0.82,"SCREEN",-0.96,0.07,-0.44,-0.58,1,1,1,0,0,0,0
2556367,"CB","William Jackson (CIN)",16,601,0.32,"OUT",-0.96,-0.22,-0.17,-0.57,15,1,1,0,0,1,0
2552568,"CB","Byron Jones (DAL)",16,594,0.29,"SLANT",-0.96,0.23,-0.68,-0.51,9,1,1,0,0,0,0
2543851,"CB","Phillip Gaines (BUF/CLE)",9,214,0.36,"WHEEL",-0.96,-0.54,-0.29,-0.13,4,1,1,0,0,0,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,0.74,"GO",-0.96,1.08,-2.04,0,51,1,1,0,0,0,0
2556480,"SS","Kentrell Brice (GB)",14,361,0.88,"CORNER",-0.96,0.36,-1.48,0.15,17,1,1,0,0,1,0
2539935,"OLB","Kiko Alonso (MIA)",15,525,0.81,"OUT",-0.96,-0.87,-0.45,0.36,34,2,2,0,0,1.5,0
2552385,"FS","Adrian Amos (CHI)",16,655,0.93,"SCREEN",-0.97,0,0,-0.97,8,0,0,0,0,1,0
2560766,"CB","Taron Johnson (BUF)",11,262,0.5,"SCREEN",-0.97,0,0,-0.97,6,0,0,0,0,1,0
2555161,"ILB","Blake Martinez (GB)",16,580,0.88,"HITCH",-0.97,0.55,-1.25,-0.27,69,6,5,0,0,3.5,0
2555158,"FS","Kevin Byard (TEN)",16,582,0.87,"CORNER",-0.97,-0.35,-0.03,-0.59,7,1,1,0,0,0,0
2550565,"MLB","Adarius Taylor (TB)",15,306,0.76,"POST",-0.97,-0.52,-0.49,0.03,11,2,2,0,0,0.5,0
2543505,"CB","Bradley Roby (DEN)",14,517,0.36,"GO",-0.97,-0.38,-0.5,-0.09,31,1,1,0,0,0,0
2558005,"ILB","Jayon Brown (TEN)",16,506,0.84,"undefined",-0.97,-0.31,1.14,-1.8,1,1,1,0,0,0,0
2532789,"ILB","Mark Barron (LA)",12,279,0.74,"GO",-0.98,-0.98,0,0,8,0,0,0,0,0,0
2541200,"CB","Rashaan Melvin (OAK)",14,330,0.34,"IN",-0.98,0.27,-1.26,0.01,6,1,1,0,0,1,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,0.77,"POST",-0.98,-0.79,-0.18,0,15,1,1,0,0,0,0
2539935,"OLB","Kiko Alonso (MIA)",15,525,0.81,"IN",-0.98,-0.09,-0.32,-0.57,26,1,1,0,0,0,0
2543711,"OLB","Telvin Smith (JAX)",16,551,0.83,"ANGLE",-0.98,0.66,-0.26,-1.39,30,6,6,0,0,0,0
496733,"CB","Joe Haden (PIT)",15,571,0.36,"OUT",-0.99,-0.41,-0.44,-0.14,20,2,2,0,0,0,0
2553637,"CB","Justin Coleman (SEA)",15,444,0.56,"FLAT",-0.99,0.5,0.34,-1.84,52,7,7,0,0,6,0
2558061,"CB","Marshon Lattimore (NO)",16,569,0.37,"OUT",-0.99,-0.81,-0.19,0,10,1,1,0,0,1,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,0.86,"FLAT",-1,-0.39,0.52,-1.12,32,3,3,0,0,2,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,0.86,"OUT",-1,-0.04,-0.7,-0.26,23,4,3,0,0,3,0
2540143,"LB","Alec Ogletree (NYG)",13,473,0.82,"ANGLE",-1,-0.19,-1.09,0.27,26,4,4,0,0,2,0
2533049,"OLB","Whitney Mercilus (HOU)",16,485,0.74,"HITCH",-1,0.33,0.1,-1.43,24,2,2,0,0,1.5,0
496733,"CB","Joe Haden (PIT)",15,571,0.36,"POST",-1.01,-0.98,-0.3,0.27,15,1,1,0,0,1,0
2552386,"FS","Clayton Geathers (IND)",12,407,0.88,"POST",-1.01,-1.33,0.19,0.13,38,3,2,0,0,0,0
2539290,"FS","Jordan Poyer (BUF)",16,546,0.91,"CORNER",-1.01,-0.22,-0.97,0.18,15,1,1,0,0,1,0
2556537,"LB","Reggie Gilbert (GB)",16,264,0.8,"FLAT",-1.01,-0.58,0.33,-0.76,5,1,1,0,0,1,0
2556828,"CB","Trevor Williams (LAC)",7,215,0.38,"IN",-1.01,-0.53,-0.58,0.09,9,1,1,0,0,1,0
2557958,"CB","Sidney Jones (PHI)",9,227,0.56,"HITCH",-1.01,0.04,-1.13,0.08,32,2,2,0,0,0,0
2558183,"SS","John Johnson (LA)",16,564,0.86,"GO",-1.01,0.53,-1.54,0,52,1,1,0,0,0,0
2557967,"OLB","Duke Riley (ATL)",14,233,0.83,"SCREEN",-1.02,0,0,-1.02,6,0,0,0,0,0,0
2555339,"ILB","Kamalei Correa (TEN)",13,178,0.79,"IN",-1.02,-0.37,-0.6,-0.06,1,1,1,0,0,0,0
2560928,"LB","Kyzir White (LAC)",2,42,0.74,"IN",-1.02,0.21,-0.88,-0.35,2,1,1,0,0,0,0
2560966,"LB","Jerome Baker (MIA)",16,373,0.76,"SLANT",-1.02,-0.26,-1.01,0.25,16,1,1,0,0,1,0
2552389,"CB","Damarious Randall (CLE)",15,629,0.9,"IN",-1.02,-0.22,-0.02,-0.78,18,1,1,0,0,1,0
2552385,"FS","Adrian Amos (CHI)",16,655,0.93,"HITCH",-1.02,-0.16,-0.52,-0.35,48,4,4,0,0,4,0
2552484,"CB","P.J. Williams (NO)",15,483,0.44,"OUT",-1.02,0.3,-0.02,-1.31,16,3,3,0,0,1.5,0
2533062,"CB","Stephon Gilmore (NE)",16,627,0.3,"OUT",-1.03,-0.63,-0.64,0.25,17,2,2,0,0,1,0
2543874,"FS","Andre Hal (HOU)",8,181,0.9,"OUT",-1.03,-0.57,-0.46,0,6,1,1,0,0,0,0
2558133,"FS","Montae Nicholson (WAS)",10,306,0.92,"FLAT",-1.03,0.24,0.01,-1.28,13,1,1,0,0,1,0
2558849,"CB","Cameron Sutton (PIT)",10,175,0.39,"CROSS",-1.03,-0.52,-0.52,0,6,2,2,0,0,1,0
2555156,"SS","Jayron Kearse (MIN)",13,90,0.49,"FLAT",-1.03,0.21,-0.35,-0.89,6,3,3,0,0,2,0
2540143,"LB","Alec Ogletree (NYG)",13,473,0.82,"POST",-1.04,-0.53,-0.51,0,15,1,1,0,0,0,0
2532898,"ILB","Brandon Marshall (DEN)",10,252,0.77,"OUT",-1.04,-0.27,-0.17,-0.59,11,1,1,0,0,0,0
2560759,"DB","Natrell Jamerson (GB/HOU)",4,54,0.56,"SLANT",-1.04,-0.33,-0.81,0.11,4,1,1,0,0,1,0
71441,"FS","Glover Quin (DET)",16,460,0.91,"GO",-1.04,-1,-0.04,0,29,1,1,0,0,0,0
2552490,"ILB","Benardrick McKinney (HOU)",16,522,0.8,"SCREEN",-1.04,0.04,-0.44,-0.64,17,1,1,0,0,0,0
2543681,"CB","Kyle Fuller (CHI)",16,647,0.38,"POST",-1.04,-0.62,-0.44,0.02,13,1,1,0,0,0,0
2558801,"OLB","Jordan Evans (CIN)",14,246,0.71,"ANGLE",-1.04,-0.1,1.45,-2.39,14,2,1,0,0,0,0
2559054,"ILB","Nicholas Morrow (OAK)",14,237,0.78,"SCREEN",-1.04,-0.23,0.5,-1.31,9,1,1,0,0,0,0
2533058,"OLB","Vontaze Burfict (CIN)",7,157,0.77,"HITCH",-1.04,-0.41,-0.48,-0.16,23,3,3,0,0,1,0
79848,"SS","Malcolm Jenkins (PHI)",16,680,0.73,"FLAT",-1.04,-1.26,0.12,0.1,50,3,3,0,0,2,0
2560713,"LB","Tremaine Edmunds (BUF)",15,505,0.79,"FLAT",-1.05,0.44,-0.53,-0.95,41,2,2,0,0,1.5,0
2560917,"LB","Fred Warner (SF)",15,549,0.82,"FLAT",-1.05,0.14,-0.07,-1.12,54,1,1,0,0,1,0
2540155,"CB","Xavier Rhodes (MIN)",13,381,0.3,"SCREEN",-1.06,-0.36,1.13,-1.83,9,4,4,0,0,3.5,0
2560713,"LB","Tremaine Edmunds (BUF)",15,505,0.79,"SCREEN",-1.06,-0.14,-0.61,-0.31,22,3,3,0,0,1.5,0
2557969,"OLB","Matt Milano (BUF)",13,412,0.75,"CROSS",-1.06,-0.23,-0.66,-0.17,37,1,1,0,0,0.5,0
2555546,"CB","Rashard Robinson (NYJ)",4,49,0.42,"HITCH",-1.07,-0.81,-0.36,0.1,4,2,2,0,0,2,0
2539290,"FS","Jordan Poyer (BUF)",16,546,0.91,"CROSS",-1.07,0.06,0.36,-1.49,40,1,1,0,0,1,0
2507843,"OLB","Vincent Rey (CIN)",8,74,0.68,"SCREEN",-1.07,0,0,-1.07,2,0,0,0,0,0,0
2555383,"CB","Jalen Mills (PHI)",8,310,0.47,"IN",-1.07,-0.08,-0.22,-0.77,12,3,2,0,1,2,0
2555536,"SS","Kavon Frazier (DAL)",6,101,0.88,"GO",-1.07,-0.1,-0.71,-0.26,13,1,1,0,0,1,0
2495153,"FS","Marcus Gilchrist (OAK)",16,453,0.83,"IN",-1.08,-0.34,-0.75,0.01,14,1,1,0,0,1,0
2539937,"SS","Shamarko Thomas (DEN)",2,15,1,"SLANT",-1.08,0.99,-2.07,0,1,1,1,0,0,0,0
2557881,"FS","Tedric Thompson (SEA)",13,406,0.98,"OUT",-1.08,-0.31,-0.5,-0.27,6,2,2,0,0,1,0
80431,"OLB","Clay Matthews (GB)",16,424,0.74,"FLAT",-1.09,0.29,-0.49,-0.89,5,1,1,0,0,1,0
2495613,"FS","Corey Graham (PHI)",13,439,0.9,"POST",-1.09,-0.93,-0.16,0,26,1,1,0,0,0,0
2558067,"CB","Marlon Humphrey (BAL)",14,469,0.36,"CORNER",-1.09,0.84,-2.29,0.36,7,2,1,0,0,0,0
2530794,"FS","Ron Parker (KC)",14,590,0.9,"IN",-1.09,0.12,-1.25,0.03,24,3,2,0,1,2,0
494277,"FS","Kendrick Lewis (TEN)",8,155,0.94,"CROSS",-1.09,-1.09,0,0,13,0,0,0,0,0,0
2558976,"CB","Kenny Moore II (IND)",15,514,0.55,"HITCH",-1.1,0.15,-0.47,-0.78,70,5,4,0,1,5.5,0
2555288,"ILB","Nick Kwiatkoski (CHI)",9,75,0.75,"HITCH",-1.1,0.06,-0.63,-0.53,5,2,2,0,0,1,0
2555162,"MLB","Deion Jones (ATL)",6,224,0.79,"FLAT",-1.1,-0.22,-0.31,-0.56,20,2,1,0,1,0,0
2556735,"CB","Ken Crawley (NO)",9,251,0.41,"HITCH",-1.1,-0.3,-0.77,-0.03,18,1,1,0,0,1,0
2560982,"CB","Tony Brown (GB)",10,167,0.47,"IN",-1.11,-0.26,-0.88,0.03,4,1,1,0,0,1,0
2532961,"ILB","Danny Trevathan (CHI)",16,628,0.79,"CROSS",-1.11,0.41,-1.19,-0.33,72,4,3,0,1,1,0
2560758,"LB","Leon Jacobs (JAX)",12,53,0.5,"GO",-1.11,0.39,-1.5,0,1,1,1,0,0,0,0
2508107,"CB","Jimmy Smith (BAL)",12,370,0.39,"GO",-1.12,-0.16,-0.81,-0.16,32,2,2,0,0,1,0
2552391,"FS","Jaquiski Tartt (SF)",7,212,0.83,"HITCH",-1.13,0.54,-0.86,-0.81,10,2,2,0,0,2,0
2558033,"OLB","Ben Gedeon (MIN)",13,97,0.76,"CROSS",-1.13,0.16,-1.84,0.55,15,3,3,0,0,1,0
2558119,"SS","Josh Jones (GB)",11,295,0.79,"HITCH",-1.13,-0.66,-0.65,0.18,33,2,2,0,0,2.5,0
2550164,"CB","T.J. Carrie (CLE)",16,562,0.42,"undefined",-1.13,-0.16,0.5,-1.47,1,1,1,0,0,1,0
2560760,"SS","Derwin James (LAC)",15,568,0.72,"GO",-1.13,0.07,-1.24,0.04,42,1,1,0,0,1,0
2552312,"MLB","Eric Kendricks (MIN)",13,442,0.78,"WHEEL",-1.13,-0.73,-0.18,-0.22,2,1,1,0,0,0,0
2557979,"SS","Jamal Adams (NYJ)",16,633,0.8,"HITCH",-1.13,-0.06,-1.66,0.59,51,3,3,0,0,1,0
2539243,"SS","Bradley McDougald (SEA)",15,503,0.79,"CROSS",-1.14,-0.3,1.05,-1.89,43,5,5,0,0,4,0
2540164,"SS","Tony Jefferson (BAL)",14,531,0.84,"CORNER",-1.14,-0.7,-0.36,-0.08,12,1,1,0,0,1,0
2558847,"FS","Marcus Williams (NO)",16,597,0.98,"CROSS",-1.15,-0.37,-0.89,0.1,30,1,1,0,0,1,0
2543571,"CB","Bashaud Breeland (GB)",7,184,0.45,"OUT",-1.15,0.58,-1.77,0.03,8,2,2,0,0,2,0
2543470,"FS","Ha Ha Clinton-Dix (GB/WAS)",16,554,0.96,"FLAT",-1.15,0.09,-0.07,-1.17,23,2,2,0,0,3,0
2559087,"CB","Arthur Maulet (IND)",4,61,0.39,"FLAT",-1.15,-0.2,-0.34,-0.62,4,1,1,0,0,1,0
2541162,"CB","A.J. Bouye (JAX)",13,449,0.36,"IN",-1.16,-0.03,-0.3,-0.83,15,2,2,0,0,1,0
2561132,"LB","Foye Oluokun (ATL)",16,273,0.73,"ANGLE",-1.16,0.64,0.15,-1.95,20,4,4,0,0,3,0
2556567,"S","Isaiah Johnson (TB)",12,220,0.9,"HITCH",-1.16,0.08,-0.69,-0.55,11,3,3,0,0,2,0
2530491,"ILB","Josh Bynes (ARI)",11,370,0.8,"ANGLE",-1.16,0.21,-0.14,-1.23,19,1,1,0,0,2.5,0
2532828,"OLB","Lavonte David (TB)",14,522,0.73,"CORNER",-1.16,-0.55,-1.38,0.76,13,1,1,0,0,0,0
2307,"CB","Orlando Scandrick (KC)",13,508,0.39,"HITCH",-1.16,-0.53,-0.82,0.19,46,6,5,0,1,4,0
2553500,"CB","Bryce Callahan (CHI)",13,454,0.39,"IN",-1.17,0.92,-2.17,0.08,27,1,1,0,0,1,0
2555551,"CB","LeShaun Sims (TEN)",12,120,0.49,"OUT",-1.18,-0.85,-0.45,0.12,7,2,2,0,0,2,0
2543680,"FS","Antone Exum (SF)",12,320,0.88,"POST",-1.18,-0.29,-0.93,0.04,24,1,1,0,0,1,0
2556119,"MLB","Elandon Roberts (NE)",16,216,0.78,"HITCH",-1.18,0.12,-1.13,-0.17,16,3,3,0,0,2,0
2354,"ILB","Wesley Woodyard (TEN)",14,414,0.87,"IN",-1.18,0.09,-1.33,0.06,30,2,2,0,0,1,0
2558061,"CB","Marshon Lattimore (NO)",16,569,0.37,"CORNER",-1.18,-0.59,-0.06,-0.53,16,1,1,0,0,0.5,0
2543474,"CB","Darqueze Dennard (CIN)",13,412,0.44,"OUT",-1.18,-0.29,-0.93,0.04,19,2,2,0,0,2,0
2543851,"CB","Phillip Gaines (BUF/CLE)",9,214,0.36,"CROSS",-1.18,-0.43,-0.8,0.05,13,1,1,0,0,1,0
2555169,"ILB","Reggie Ragland (KC)",15,234,0.91,"ANGLE",-1.19,-0.15,-0.98,-0.06,14,1,1,0,0,0,0
2555550,"SS","Justin Simmons (DEN)",15,572,0.8,"FLAT",-1.19,-0.01,-0.66,-0.51,30,3,3,0,0,3,0
2560712,"S","Terrell Edmunds (PIT)",16,590,0.88,"WHEEL",-1.19,-1.19,0,0,4,0,0,0,0,0,0
2539311,"OLB","Jamie Collins (CLE)",16,599,0.79,"POST",-1.19,-1.11,-0.07,-0.01,15,1,1,0,0,0,0
2307,"CB","Orlando Scandrick (KC)",13,508,0.39,"CROSS",-1.19,-0.44,-0.76,0,17,1,1,0,0,0,0
2552392,"SS","Jordan Richards (ATL)",15,254,0.75,"SLANT",-1.19,-0.58,-0.75,0.14,9,2,2,0,0,2,0
2555310,"MLB","Jaylon Smith (DAL)",16,562,0.82,"CROSS",-1.19,0,0.75,-1.95,78,1,1,0,0,0,0
2507167,"FS","Reggie Nelson (OAK)",11,210,0.9,"OUT",-1.2,-0.04,-1.04,-0.11,7,1,1,0,0,0,0
2558009,"FS","Budda Baker (ARI)",14,491,0.53,"OUT",-1.2,-0.38,-0.59,-0.23,22,3,3,0,0,2,0
2558847,"FS","Marcus Williams (NO)",16,597,0.98,"HITCH",-1.2,0.02,-0.78,-0.44,15,3,3,0,0,2,0
2540143,"LB","Alec Ogletree (NYG)",13,473,0.82,"FLAT",-1.2,-0.15,-0.26,-0.79,27,2,2,0,0,0,0
2559181,"DB","Justin Hardee (NO)",5,49,0.37,"OUT",-1.2,0.18,-0.55,-0.83,3,1,1,0,0,0,0
2495872,"CB","Johnathan Joseph (HOU)",14,485,0.48,"POST",-1.2,0.17,-1.37,0,16,1,1,0,0,0,0
2555285,"OLB","Leonard Floyd (CHI)",16,511,0.7,"FLAT",-1.2,0.59,0.02,-1.82,14,2,2,0,0,1,0
2540155,"CB","Xavier Rhodes (MIN)",13,381,0.3,"IN",-1.2,-0.61,-0.59,0,5,1,1,0,0,0,0
2533008,"ILB","Demario Davis (NO)",16,545,0.81,"HITCH",-1.21,-0.16,-0.1,-0.95,53,3,3,0,0,2.5,0
2558119,"SS","Josh Jones (GB)",11,295,0.79,"OUT",-1.22,-0.19,0.09,-1.12,14,2,2,0,0,2,0
