"nflId_def","Pos","Player","G","Pass Snaps","route","%Man","EPS","Man EPS","Zone EPS","Covers","Accurate TAR","C","INT","PB","T","FF"
2532898,"ILB","Brandon Marshall (DEN)",10,252,"POST",0.23,-0.7,-0.7,0,4,0,0,0,0,0,0
2558136,"CB","Fabian Moreau (WAS)",16,528,"CORNER",0.52,-0.71,-0.28,-0.43,21,0,0,0,0,0,0
2555156,"SS","Jayron Kearse (MIN)",13,90,"FLAT",0.51,-0.71,0.33,-1.03,10,4,4,0,0,3,0
2559087,"CB","Arthur Maulet (IND)",4,61,"IN",0.61,-0.71,-0.71,0,6,0,0,0,0,1,0
2550572,"ILB","Christian Jones (DET)",16,315,"SLANT",0.17,-0.71,-0.71,0,3,1,1,0,0,1,0
496828,"OLB","Derrick Morgan (TEN)",13,294,"OUT",0.23,-0.71,-0.71,0,2,1,1,0,0,1,0
2543855,"CB","Bene' Benwikere (ARI/OAK)",12,312,"CROSS",0.55,-0.71,-0.71,0,6,1,1,0,0,1,0
2533049,"OLB","Whitney Mercilus (HOU)",16,485,"ANGLE",0.26,-0.71,-0.71,0,2,0,0,0,0,0,0
2543830,"FS","Tre Boston (ARI)",14,502,"FLAT",0.07,-0.71,-0.05,-0.66,11,1,0,0,0,0,0
2561328,"OLB","Sharif Finch (TEN)",15,101,"HITCH",0.31,-0.71,-0.25,-0.47,4,2,2,0,0,1,0
2532869,"FS","George Iloka (MIN)",5,80,"CORNER",0.13,-0.71,-0.71,0,2,0,0,0,0,0,0
2558982,"MLB","Hardy Nickerson (CIN)",14,296,"FLAT",0.23,-0.71,0.04,-0.75,25,2,2,0,0,0.5,0
2543681,"CB","Kyle Fuller (CHI)",16,647,"FLAT",0.62,-0.72,-0.03,-0.68,23,4,4,0,0,3,0
2508004,"DB","Anthony Levine (BAL)",16,227,"CROSS",0.33,-0.72,-0.72,0,4,0,0,0,0,0,0
2556363,"OLB","Kamu Grugier-Hill (PHI)",16,161,"ANGLE",0.23,-0.72,-0.29,-0.42,11,2,2,0,0,1,0
2553796,"CB","Quinton Dunbar (WAS)",7,227,"HITCH",0.63,-0.72,1.11,-1.83,43,10,7,0,2,4.5,0
2543823,"CB","E.J. Gaines (CLE)",4,111,"CORNER",0.58,-0.72,-0.6,-0.12,4,1,1,0,0,1,0
2556571,"CB","Jonathan Jones (NE)",16,353,"ANGLE",0.48,-0.72,0,-0.72,4,1,1,0,0,1,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,"IN",0.08,-0.72,-0.72,0,2,0,0,0,0,0,0
2561103,"WR","Tremon Smith (KC)",5,36,"IN",0.66,-0.72,-0.72,0,3,1,1,0,0,0,0
2543643,"SS","Nat Berhe (PIT)",2,27,"FLAT",0.43,-0.72,0,-0.72,2,1,1,0,0,1,0
89756,"CB","Jason McCourty (NE)",16,534,"FLAT",0.59,-0.73,-2.37,1.65,38,3,3,0,0,2.5,0
71441,"FS","Glover Quin (DET)",16,460,"IN",0.09,-0.73,-0.73,0,7,1,1,0,0,1,0
2552391,"FS","Jaquiski Tartt (SF)",7,212,"SCREEN",0.17,-0.73,0,-0.73,12,2,2,0,0,1,0
238227,"FS","Mike Mitchell (IND)",8,141,"SLANT",0.04,-0.73,-0.01,-0.72,5,1,1,0,0,1,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,"POST",0.08,-0.73,-0.73,0,2,0,0,0,0,0,0
2558159,"FS","Xavier Woods (DAL)",14,513,"CROSS",0.02,-0.73,0.19,-0.92,39,2,2,0,0,1.5,0
2556119,"MLB","Elandon Roberts (NE)",16,216,"FLAT",0.22,-0.73,0.74,-1.47,27,2,2,0,0,1,0
2506861,"CB","Brent Grimes (TB)",13,427,"CORNER",0.58,-0.73,-0.73,0,21,1,1,0,0,1,0
2543680,"FS","Antone Exum (SF)",12,320,"IN",0.12,-0.74,-0.74,0,2,0,0,0,0,0,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,"SCREEN",0.23,-0.74,0.97,-1.71,24,4,4,0,0,1,0
2555177,"CB","Mackensie Alexander (MIN)",15,333,"CORNER",0.54,-0.74,-0.74,0,7,2,2,0,0,1.5,0
2553796,"CB","Quinton Dunbar (WAS)",7,227,"CROSS",0.63,-0.74,-0.74,0,9,2,2,0,0,1,0
2561155,"ILB","Zaire Franklin (IND)",11,90,"OUT",0.15,-0.74,-0.74,0,1,1,1,0,0,0.5,0
2560851,"SS","Justin Reid (HOU)",16,548,"IN",0.09,-0.74,-0.58,-0.16,26,2,1,0,1,0.5,0
2540221,"ILB","Vince Williams (PIT)",14,427,"POST",0.27,-0.74,-0.74,0,5,1,1,0,0,0,0
2495617,"CB","Leon Hall (OAK)",10,208,"OUT",0.5,-0.74,-0.74,0,13,2,2,0,0,1,0
2560914,"CB","Levi Wallace (BUF)",7,212,"IN",0.62,-0.74,-0.74,0,7,1,1,0,0,0,0
2532898,"ILB","Brandon Marshall (DEN)",10,252,"OUT",0.23,-0.74,0.29,-1.04,15,3,2,0,1,0,0
2561132,"LB","Foye Oluokun (ATL)",16,273,"CROSS",0.27,-0.74,-0.81,0.06,42,2,1,0,0,1,0
2495504,"CB","Patrick Peterson (ARI)",16,569,"IN",0.53,-0.74,-0.57,-0.18,44,1,1,0,0,1,0
2536032,"OLB","Emmanuel Lamur (OAK)",8,44,"HITCH",0.38,-0.74,0.02,-0.76,5,1,1,0,0,0,0
2533542,"CB","Josh Robinson (NO)",3,19,"SLANT",0.44,-0.75,-0.75,0,2,1,1,0,0,1,0
2555255,"OLB","De'Vondre Campbell (ATL)",16,531,"CROSS",0.25,-0.75,-1.14,0.4,63,2,2,0,0,2,0
2557996,"CB","Kevin King (GB)",6,170,"OUT",0.52,-0.75,-0.75,0,6,1,1,0,0,1,0
2560760,"SS","Derwin James (LAC)",15,568,"HITCH",0.28,-0.75,-3.17,2.42,44,4,3,0,1,2,0
2556277,"SS","Marqui Christian (LA)",16,274,"POST",0.39,-0.75,-0.75,0,12,2,1,0,0,1,0
2556934,"CB","Javien Elliott (TB)",11,222,"OUT",0.41,-0.75,0.01,-0.76,23,4,4,0,0,3,0
2555386,"SS","Sean Davis (PIT)",15,589,"POST",0.02,-0.75,1.21,-1.96,47,2,1,0,1,0,0
2560947,"LB","Kenny Young (BAL)",16,205,"SCREEN",0.22,-0.75,0,-0.75,5,1,1,0,0,0.5,0
2557945,"SS","Justin Evans (TB)",10,353,"OUT",0.06,-0.75,-0.75,0,6,2,2,0,0,0,0
2543505,"CB","Bradley Roby (DEN)",14,517,"IN",0.64,-0.76,-0.76,0,26,2,2,0,0,0,0
2555355,"FS","Clayton Fejedelem (CIN)",12,118,"CROSS",0.14,-0.76,-0.48,-0.28,11,2,2,0,0,1.5,0
2543699,"OLB","Kyle Van Noy (NE)",16,591,"WHEEL",0.21,-0.76,-0.76,0,5,1,1,0,0,1,0
2561103,"WR","Tremon Smith (KC)",5,36,"OUT",0.66,-0.76,-0.76,0,5,2,2,0,0,0,0
2550164,"CB","T.J. Carrie (CLE)",16,562,"POST",0.58,-0.76,-0.76,0,25,2,1,0,0,1,0
2556934,"CB","Javien Elliott (TB)",11,222,"POST",0.41,-0.76,-0.76,0,5,0,0,0,0,0,0
2540180,"FS","Tyrann Mathieu (HOU)",16,637,"CORNER",0.26,-0.76,-0.46,-0.3,30,0,0,0,0,1,0
2307,"CB","Orlando Scandrick (KC)",13,508,"HITCH",0.61,-0.76,0.4,-1.16,66,12,10,0,2,9,0
2555383,"CB","Jalen Mills (PHI)",8,310,"SLANT",0.53,-0.76,-0.76,0,14,4,3,0,0,0.5,0
2558119,"SS","Josh Jones (GB)",11,295,"GO",0.21,-0.76,-0.18,-0.58,27,1,1,0,0,1,0
2539338,"CB","B.W. Webb (NYG)",16,576,"CROSS",0.6,-0.77,-0.92,0.15,49,3,3,0,0,1,0
2532928,"SS","Eddie Pleasant (GB)",5,56,"OUT",0.13,-0.77,0,-0.77,4,1,1,0,0,0,0
2541792,"OLB","Ray-Ray Armstrong (CLE/NYG)",7,124,"SLANT",0.14,-0.77,0,-0.77,5,1,1,0,0,0,0
2555156,"SS","Jayron Kearse (MIN)",13,90,"CROSS",0.51,-0.77,-0.97,0.2,10,2,2,0,0,0,0
2561001,"CB","Grant Haley (NYG)",10,264,"WHEEL",0.57,-0.77,-0.77,0,1,1,1,0,0,0,0
2508004,"DB","Anthony Levine (BAL)",16,227,"IN",0.33,-0.78,-0.78,0,6,1,1,0,0,0,0
2561318,"ILB","Tae Davis (NYG)",11,200,"HITCH",0.13,-0.78,-0.42,-0.35,41,7,6,0,1,2,0
2561318,"ILB","Tae Davis (NYG)",11,200,"OUT",0.13,-0.78,0.07,-0.85,12,2,2,0,0,2,0
2552317,"MLB","Mike Hull (MIA)",2,20,"FLAT",0.18,-0.78,0,-0.78,3,1,1,0,0,1,0
2555285,"OLB","Leonard Floyd (CHI)",16,511,"IN",0.3,-0.78,-0.11,-0.67,10,1,1,0,0,1,0
2560713,"LB","Tremaine Edmunds (BUF)",15,505,"GO",0.21,-0.79,-0.79,0,7,0,0,0,0,0,0
2556278,"FS","Will Parks (DEN)",15,327,"HITCH",0.28,-0.79,0.72,-1.5,32,3,3,0,0,1.5,0
2552262,"SS","Quandre Diggs (DET)",16,541,"HITCH",0.15,-0.79,1.33,-2.12,39,4,4,0,0,3,0
2559208,"CB","Ryan Lewis (BUF)",5,102,"IN",0.58,-0.79,-0.79,0,5,1,1,0,0,1,0
2532878,"CB","Leonard Johnson (ARI)",3,61,"SCREEN",0.51,-0.79,0,-0.79,2,1,1,0,0,1,0
2557967,"OLB","Duke Riley (ATL)",14,233,"SCREEN",0.17,-0.79,0.23,-1.02,7,0,0,0,0,0,0
2556367,"CB","William Jackson (CIN)",16,601,"CROSS",0.68,-0.79,-0.79,0,17,4,3,0,1,3,0
2507167,"FS","Reggie Nelson (OAK)",11,210,"SLANT",0.1,-0.8,-0.8,0,2,0,0,0,0,0,0
80668,"CB","Captain Munnerlyn (CAR)",16,425,"POST",0.48,-0.8,-0.8,0,13,4,2,1,1,1,0
2561039,"CB","Carlton Davis (TB)",13,396,"IN",0.66,-0.8,-0.8,0,18,4,3,0,1,2,0
2555171,"ILB","Tyler Matakevich (PIT)",3,29,"CROSS",0.25,-0.8,-0.8,0,3,1,1,0,0,0,0
2539293,"ILB","Gerald Hodges (ARI)",9,171,"IN",0.23,-0.8,0,-0.8,10,1,1,0,0,0,0
2560982,"CB","Tony Brown (GB)",10,167,"CORNER",0.53,-0.8,-0.8,0,4,0,0,0,0,0,0
494287,"FS","Devin McCourty (NE)",16,625,"POST",0.16,-0.8,-0.8,0,8,1,1,0,0,0,0
2558157,"CB","Ahkello Witherspoon (SF)",12,360,"SLANT",0.65,-0.8,-0.75,-0.05,15,4,3,0,1,1,0
2508007,"CB","Marcus Sherels (MIN)",2,16,"GO",0.69,-0.8,-0.8,0,7,0,0,0,0,0,0
2560746,"CB","Mike Hughes (MIN)",5,109,"CROSS",0.49,-0.8,-0.8,0,3,1,1,0,0,0,0
1302,"CB","Aqib Talib (LA)",8,217,"SCREEN",0.45,-0.81,0,-0.81,10,1,1,0,0,0,0
2533008,"ILB","Demario Davis (NO)",16,545,"SCREEN",0.19,-0.81,-2.57,1.77,19,6,6,0,0,0.5,0
2555540,"SS","Derrick Kindred (CLE)",16,258,"HITCH",0.26,-0.81,-0.35,-0.46,25,1,1,0,0,0,0
2530794,"FS","Ron Parker (KC)",14,590,"OUT",0.1,-0.81,-1.48,0.67,31,2,1,0,0,1,0
2555162,"MLB","Deion Jones (ATL)",6,224,"GO",0.21,-0.81,-0.81,0,6,1,1,0,0,0,0
2533060,"CB","Dre Kirkpatrick (CIN)",13,458,"CROSS",0.66,-0.81,-0.11,-0.7,26,3,1,0,0,1,0
2555345,"DB","Su'a Cravens (DEN)",5,85,"HITCH",0.38,-0.81,-0.68,-0.13,12,4,4,0,0,2.5,0
2558830,"OLB","Samson Ebukam (LA)",16,382,"CROSS",0.3,-0.81,-0.81,0,2,1,1,0,0,0,0
2552289,"OLB","Bud Dupree (PIT)",16,526,"HITCH",0.32,-0.81,-0.55,-0.26,11,2,2,0,0,1.5,0
2550613,"CB","Malcolm Butler (TEN)",16,501,"SLANT",0.63,-0.81,-0.81,0,22,5,3,0,1,1.5,0
2495153,"FS","Marcus Gilchrist (OAK)",16,453,"HITCH",0.17,-0.81,-0.97,0.16,42,3,3,0,0,3,0
2552320,"ILB","Ramik Wilson (LA)",11,86,"GO",0.3,-0.81,-0.81,0,2,0,0,0,0,0,0
2535867,"ILB","Julian Stanford (BUF)",5,44,"OUT",0.18,-0.82,-0.82,0,2,2,1,0,1,0,0
2560946,"DB","Isaac Yiadom (DEN)",11,179,"POST",0.71,-0.82,-0.9,0.08,13,2,2,0,0,1,0
2557855,"MLB","Jarrad Davis (DET)",16,548,"ANGLE",0.11,-0.82,0,-0.82,21,3,3,0,0,1,0
2561157,"DB","Keion Crossen (NE)",6,33,"OUT",0.71,-0.82,-0.82,0,5,2,2,0,0,2,0
2555539,"CB","Xavien Howard (MIA)",12,430,"CROSS",0.56,-0.82,-0.54,-0.28,19,0,0,0,0,1,0
2558801,"OLB","Jordan Evans (CIN)",14,246,"HITCH",0.29,-0.82,-0.75,-0.07,37,4,4,0,0,2,0
2543592,"MLB","Anthony Hitchens (KC)",14,495,"CORNER",0.14,-0.82,0,-0.82,12,1,1,0,0,0,0
2532877,"CB","Trumaine Johnson (NYJ)",10,379,"FLAT",0.57,-0.83,-0.71,-0.12,18,1,1,0,0,3,0
2560908,"LB","Leighton Vander Esch (DAL)",16,455,"ANGLE",0.23,-0.83,-0.63,-0.19,39,4,3,0,0,2.5,0
2561006,"FS","Marcell Harris (SF)",7,172,"GO",0.18,-0.83,-0.83,0,2,1,1,0,0,1,0
2532828,"OLB","Lavonte David (TB)",14,522,"SLANT",0.27,-0.83,-0.53,-0.3,19,1,1,0,0,0,0
2555299,"CB","Vernon Hargreaves III (TB)",1,39,"GO",0.68,-0.83,-0.83,0,13,1,0,0,0,0,0
2560712,"S","Terrell Edmunds (PIT)",16,590,"CORNER",0.12,-0.83,-0.83,0,4,0,0,0,0,0,0
2555339,"ILB","Kamalei Correa (TEN)",13,178,"CROSS",0.21,-0.83,0,-0.83,4,1,1,0,0,0,0
2543855,"CB","Bene' Benwikere (ARI/OAK)",12,312,"SLANT",0.55,-0.83,-0.34,-0.49,25,6,5,0,0,3,0
2560930,"DB","Jordan Whitehead (TB)",15,388,"IN",0.12,-0.83,-1.34,0.51,22,1,0,0,0,0,0
494261,"SS","Kurt Coleman (NO)",16,194,"FLAT",0.16,-0.83,0.71,-1.54,14,4,4,0,0,3,0
306,"CB","Dominique Rodgers-Cromartie (OAK)",5,67,"IN",0.57,-0.83,-0.83,0,3,0,0,0,0,0,0
2541202,"CB","Marcus Cooper (CHI/DET)",4,28,"OUT",0.79,-0.83,-0.83,0,4,1,1,0,0,0,0
2525323,"SS","Andrew Sendejo (MIN)",4,150,"HITCH",0.08,-0.83,0,-0.83,10,1,1,0,0,1,0
2505708,"FS","Mike Adams (CAR)",16,553,"CORNER",0.16,-0.83,-0.83,0,7,2,2,0,0,2,0
2556480,"SS","Kentrell Brice (GB)",14,361,"SLANT",0.12,-0.84,-0.74,-0.1,17,2,2,0,0,0,0
2495775,"FS","Eric Weddle (BAL)",16,630,"IN",0.05,-0.84,-0.84,0,5,0,0,0,0,0,0
2555568,"SS","Erik Harris (OAK)",15,220,"GO",0.13,-0.84,-0.84,0,2,0,0,0,0,0,0
2555546,"CB","Rashard Robinson (NYJ)",4,49,"GO",0.58,-0.84,-0.84,0,10,1,1,0,0,0.5,0
2550164,"CB","T.J. Carrie (CLE)",16,562,"OUT",0.58,-0.84,1.86,-2.7,65,12,10,0,1,7,0
2558033,"OLB","Ben Gedeon (MIN)",13,97,"CROSS",0.24,-0.84,0.29,-1.13,16,3,3,0,0,1,0
2552697,"FS","Jermaine Whitehead (CLE/GB)",8,146,"CROSS",0.33,-0.84,-0.28,-0.56,19,1,1,0,0,0,0
2543823,"CB","E.J. Gaines (CLE)",4,111,"GO",0.58,-0.84,-0.84,0,22,2,1,0,1,1,0
2556567,"S","Isaiah Johnson (TB)",12,220,"GO",0.1,-0.84,-0.84,0,1,1,1,0,0,0,0
2552385,"FS","Adrian Amos (CHI)",16,655,"POST",0.07,-0.84,-0.84,0,5,0,0,0,0,0,0
2552385,"FS","Adrian Amos (CHI)",16,655,"SLANT",0.07,-0.84,-0.27,-0.57,33,1,1,0,0,2,0
2557931,"CB","Cordrea Tankersley (MIA)",1,13,"GO",0.46,-0.84,0.42,-1.26,3,1,1,0,0,1,0
2539311,"OLB","Jamie Collins (CLE)",16,599,"SCREEN",0.21,-0.84,-1.1,0.26,22,2,2,0,0,0,0
2552684,"MLB","Mark Nzeocha (SF)",8,55,"CROSS",0.28,-0.85,-0.85,0,1,1,1,0,0,0,0
2543470,"FS","Ha Ha Clinton-Dix (GB/WAS)",16,554,"SLANT",0.04,-0.85,0,-0.85,17,2,2,0,0,0,0
2552447,"OLB","Shaq Thompson (CAR)",14,332,"SLANT",0.26,-0.85,0,-0.85,12,3,3,0,0,2,0
2495153,"FS","Marcus Gilchrist (OAK)",16,453,"POST",0.17,-0.85,-0.85,0,8,2,1,0,1,0,0
2558168,"CB","Rasul Douglas (PHI)",12,362,"HITCH",0.54,-0.85,-0.09,-0.76,46,6,6,0,0,5.5,0
2532828,"OLB","Lavonte David (TB)",14,522,"IN",0.27,-0.85,-0.69,-0.16,42,2,2,0,0,0.5,0
2495153,"FS","Marcus Gilchrist (OAK)",16,453,"IN",0.17,-0.86,0.22,-1.08,24,3,2,1,0,1,0
2552310,"ILB","Denzel Perryman (LAC)",8,177,"CROSS",0.22,-0.86,-0.29,-0.57,25,1,1,0,0,0,0
2541539,"ILB","Daren Bates (TEN)",8,32,"FLAT",0.22,-0.86,-0.86,0,2,1,1,0,0,0,0
2558851,"ILB","Anthony Walker (IND)",15,353,"POST",0.24,-0.86,-0.86,0,11,0,0,0,0,0,0
2541958,"SS","Jahleel Addae (LAC)",15,565,"POST",0.02,-0.86,-0.93,0.07,56,2,2,0,0,3,0
2552427,"CB","Tony Lippett (NYG)",2,21,"POST",0.6,-0.86,-0.86,0,1,1,1,0,0,0,0
2557927,"CB","Desmond King (LAC)",15,473,"FLAT",0.39,-0.87,-0.68,-0.19,57,6,6,0,0,5,0
2543571,"CB","Bashaud Breeland (GB)",7,184,"SLANT",0.55,-0.87,-0.87,0,7,3,3,0,0,3,0
2540152,"SS","Eric Reid (CAR)",13,424,"HITCH",0.1,-0.87,0.49,-1.36,24,2,1,0,0,0,0
2560755,"CB","Josh Jackson (GB)",16,434,"CROSS",0.6,-0.87,-1.33,0.46,34,5,4,0,1,2,0
2507644,"OLB","Ramon Humber (BUF/NE)",4,35,"SCREEN",0.18,-0.87,0,-0.87,1,0,0,0,0,0,0
2558183,"SS","John Johnson (LA)",16,564,"CROSS",0.14,-0.87,0.55,-1.42,45,9,6,1,1,4,0
2560839,"CB","Darius Phillips (CIN)",10,138,"GO",0.57,-0.88,-0.88,0,20,2,1,0,1,0,0
2556828,"CB","Trevor Williams (LAC)",7,215,"CROSS",0.62,-0.88,-0.88,0,2,1,1,0,0,1,0
2552454,"SS","Landon Collins (NYG)",12,436,"SCREEN",0.21,-0.88,0,-0.88,10,1,1,0,0,0,0
2532920,"CB","Josh Norman (WAS)",16,599,"CORNER",0.6,-0.88,-0.88,0,10,0,0,0,0,0,0
2559208,"CB","Ryan Lewis (BUF)",5,102,"OUT",0.58,-0.88,-0.88,0,5,2,2,0,0,2,1
2558062,"CB","Gareon Conley (OAK)",14,346,"SLANT",0.68,-0.88,-0.88,0,28,5,3,0,1,2,0
2495493,"DE","Justin Houston (KC)",11,390,"CROSS",0.21,-0.88,0,-0.88,9,1,1,0,0,0,0
2539978,"ILB","Jon Bostic (PIT)",15,280,"GO",0.29,-0.89,-0.09,-0.8,10,1,1,0,0,1,0
2561001,"CB","Grant Haley (NYG)",10,264,"POST",0.57,-0.89,-0.89,0,9,0,0,0,0,0,0
2535613,"ILB","L.J. Fort (PIT)",11,198,"CROSS",0.17,-0.89,-0.02,-0.87,21,2,2,0,0,1,0
2550842,"SS","Adrian Phillips (LAC)",15,436,"IN",0.15,-0.89,-0.77,-0.12,32,0,0,0,0,1,0
2561318,"ILB","Tae Davis (NYG)",11,200,"GO",0.13,-0.89,-0.89,0,2,1,1,0,0,1,0
2560789,"LB","Darius Leonard (IND)",15,535,"OUT",0.22,-0.89,-0.98,0.09,49,6,6,0,0,5,0
2555522,"ILB","B.J. Goodson (NYG)",15,232,"POST",0.19,-0.89,-0.86,-0.04,8,1,1,0,0,0.5,0
2560822,"CB","Parry Nickerson (NYJ)",7,147,"SCREEN",0.46,-0.89,0,-0.89,8,0,0,0,0,0,0
2543474,"CB","Darqueze Dennard (CIN)",13,412,"CROSS",0.56,-0.9,-0.06,-0.84,57,10,9,0,1,8,0
2556445,"CB","Brian Poole (ATL)",16,531,"POST",0.41,-0.9,-0.9,0,8,2,2,0,0,2,0
2560901,"DB","Kevin Toliver (CHI)",10,98,"HITCH",0.56,-0.9,-0.43,-0.47,17,4,4,0,0,0,0
2555299,"CB","Vernon Hargreaves III (TB)",1,39,"OUT",0.68,-0.9,-0.9,0,5,4,4,0,0,4,0
2553822,"FS","Curtis Riley (NYG)",16,578,"CORNER",0.03,-0.9,0,-0.9,31,2,1,0,0,1,0
2555160,"ILB","Antonio Morrison (GB)",16,119,"CROSS",0.1,-0.9,-0.9,0,2,1,1,0,0,0,0
2560764,"DB","Danny Johnson (WAS)",6,47,"POST",0.48,-0.9,-0.32,-0.58,3,1,1,0,0,1,0
2558062,"CB","Gareon Conley (OAK)",14,346,"CROSS",0.68,-0.91,-0.91,0,8,1,1,0,0,0,0
2553536,"CB","Troy Hill (LA)",12,235,"SLANT",0.52,-0.91,-0.91,0,3,0,0,0,0,0,0
2558971,"CB","Greg Mabin (SF)",8,74,"OUT",0.57,-0.91,-0.91,0,6,2,2,0,0,1,0
2560877,"LB","Roquan Smith (CHI)",16,567,"IN",0.27,-0.91,0.03,-0.94,53,3,2,0,1,1,0
71441,"FS","Glover Quin (DET)",16,460,"CROSS",0.09,-0.91,-1,0.08,38,3,2,0,1,1,0
2555322,"ILB","Darron Lee (NYJ)",12,448,"SLANT",0.21,-0.92,-0.94,0.02,26,1,1,0,0,0,0
2559087,"CB","Arthur Maulet (IND)",4,61,"SLANT",0.61,-0.92,-0.92,0,2,0,0,0,0,0,0
2495272,"SS","Chris Conte (TB)",3,82,"POST",0.11,-0.92,-0.31,-0.61,16,1,1,0,0,1,0
2539320,"SS","Kenny Vaccaro (TEN)",13,417,"IN",0.1,-0.92,-0.19,-0.73,21,1,1,0,0,0,0
2506789,"CB","Tramon Williams (GB)",16,589,"HITCH",0.32,-0.92,1.36,-2.28,61,4,4,0,0,2.5,0
2556934,"CB","Javien Elliott (TB)",11,222,"ANGLE",0.41,-0.92,-0.54,-0.38,6,0,0,0,0,0,0
2560753,"CB","Donte Jackson (CAR)",15,524,"HITCH",0.55,-0.92,1.77,-2.69,79,15,11,1,2,10,0
2552447,"OLB","Shaq Thompson (CAR)",14,332,"WHEEL",0.26,-0.93,-0.41,-0.52,5,2,2,0,0,0,0
2543711,"OLB","Telvin Smith (JAX)",16,551,"FLAT",0.17,-0.93,0.87,-1.8,89,2,2,0,0,0,0
2533057,"MLB","Dont'a Hightower (NE)",15,457,"IN",0.16,-0.93,-0.43,-0.49,15,2,2,0,0,0,0
2556363,"OLB","Kamu Grugier-Hill (PHI)",16,161,"GO",0.23,-0.93,-0.93,0,3,0,0,0,0,0,0
2558171,"CB","Corn Elder (CAR)",6,35,"IN",0.38,-0.93,-0.93,0,2,0,0,0,0,0,0
2543464,"ILB","C.J. Mosley (BAL)",15,548,"GO",0.14,-0.93,-1.22,0.29,22,1,0,0,0,0,0
2557969,"OLB","Matt Milano (BUF)",13,412,"SLANT",0.25,-0.93,-0.93,0,3,1,1,0,0,0,0
2558009,"FS","Budda Baker (ARI)",14,491,"CORNER",0.47,-0.94,-0.94,0,5,0,0,0,0,0,0
2552315,"MLB","Jordan Hicks (PHI)",12,461,"WHEEL",0.14,-0.94,0,-0.94,3,1,1,0,0,1,0
2540143,"LB","Alec Ogletree (NYG)",13,473,"FLAT",0.18,-0.94,0.26,-1.2,30,2,2,0,0,0,0
2543643,"SS","Nat Berhe (PIT)",2,27,"IN",0.43,-0.94,-0.94,0,1,1,1,0,0,0,0
2555380,"CB","Cyrus Jones (BAL/NE)",4,8,"ANGLE",0,-0.94,0,-0.94,1,1,1,0,0,0,0
2557996,"CB","Kevin King (GB)",6,170,"CORNER",0.52,-0.94,-0.94,0,4,1,1,0,0,0,0
2508107,"CB","Jimmy Smith (BAL)",12,370,"CORNER",0.61,-0.94,-0.94,0,5,0,0,0,0,0,0
2552389,"CB","Damarious Randall (CLE)",15,629,"HITCH",0.1,-0.94,0.99,-1.93,38,4,3,0,1,3,0
2495343,"CB","Buster Skrine (NYJ)",14,401,"CORNER",0.52,-0.94,-0.18,-0.76,24,5,2,0,1,0,0
2558064,"OLB","T.J. Watt (PIT)",16,541,"HITCH",0.31,-0.94,-1.23,0.29,16,3,3,0,0,1,0
2532431,"OLB","Craig Robertson (NO)",7,52,"IN",0.32,-0.94,-0.21,-0.73,5,1,1,0,0,0,0
2543851,"CB","Phillip Gaines (BUF/CLE)",9,214,"CORNER",0.64,-0.94,-0.94,0,5,0,0,0,0,0,0
2505708,"FS","Mike Adams (CAR)",16,553,"IN",0.16,-0.95,-0.52,-0.42,33,2,2,0,0,2,0
2495507,"CB","Richard Sherman (SF)",13,455,"SLANT",0.6,-0.95,-0.95,0,14,1,0,0,1,0,0
2495807,"FS","Antoine Bethea (ARI)",16,567,"POST",0.16,-0.95,-0.91,-0.05,38,2,2,0,0,2,0
496937,"ILB","Sean Lee (DAL)",7,121,"CROSS",0.22,-0.95,-1.06,0.1,25,2,2,0,0,0,0
2532986,"OLB","Tahir Whitehead (OAK)",16,508,"IN",0.23,-0.95,-0.95,0,4,1,1,0,0,0.5,0
2495343,"CB","Buster Skrine (NYJ)",14,401,"GO",0.52,-0.96,-0.96,0,33,2,1,0,0,0,0
2561383,"LB","Ben Niemann (KC)",6,23,"SCREEN",0.18,-0.96,0,-0.96,1,1,1,0,0,0,0
2552266,"OLB","Anthony Chickillo (PIT)",16,180,"HITCH",0.39,-0.96,-0.96,0,1,1,1,0,0,0,0
2543681,"CB","Kyle Fuller (CHI)",16,647,"CROSS",0.62,-0.96,-0.61,-0.34,37,4,4,0,0,2.5,0
2553536,"CB","Troy Hill (LA)",12,235,"POST",0.52,-0.96,-0.78,-0.18,15,0,0,0,0,0.5,0
2543851,"CB","Phillip Gaines (BUF/CLE)",9,214,"WHEEL",0.64,-0.96,0,-0.96,4,1,1,0,0,0,0
2557887,"ILB","Haason Reddick (ARI)",16,444,"OUT",0.27,-0.96,0.51,-1.47,34,11,10,0,0,8,0
2557996,"CB","Kevin King (GB)",6,170,"HITCH",0.52,-0.96,-0.42,-0.54,17,2,2,0,0,1,0
2555530,"FS","Vonn Bell (NO)",16,499,"IN",0.24,-0.96,-0.96,0,8,2,1,0,0,1,0
2556119,"MLB","Elandon Roberts (NE)",16,216,"POST",0.22,-0.96,1.04,-2.01,8,2,2,0,0,1,0
2552385,"FS","Adrian Amos (CHI)",16,655,"SCREEN",0.07,-0.97,0,-0.97,8,0,0,0,0,1,0
2495108,"CB","Prince Amukamara (CHI)",15,585,"IN",0.65,-0.97,-1.21,0.24,58,8,7,0,1,4.5,0
