"","displayName","nflId","team","games","plays","playerImageUrl","height","weight","birthDate","position","collegeName"
"982","Olsen Pierre",2553583,"ARI",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2579622.png&w=350&h=254","76",293,"1991-08-27","DT","Miami (FL)"
"983","Oren Burks",2560984,"GB",10,69,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051746.png&w=350&h=254","75",233,"1995-03-21","LB","Vanderbilt"
"984","Orlando Scandrick",2307,"KC",13,508,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/11366.png&w=350&h=254","5-10",196,"02/10/1987","CB","Boise State"
"985","Orson Charles",2533047,"CLE",13,37,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14902.png&w=350&h=254","6-3",257,"01/27/1991","TE","Georgia"
"986","P.J. Williams",2552484,"NO",15,483,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2977661.png&w=350&h=254","72",196,"1993-06-01","CB","Florida State"
"987","Parry Nickerson",2560822,"NYJ",7,147,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3041098.png&w=350&h=254","70",180,"1994-10-11","CB","Tulane"
"988","Patrick Chung",71251,"NE",15,561,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12527.png&w=350&h=254","71",215,"1987-08-19","SS","Oregon"
"989","Patrick DiMarco",2530763,"BUF",14,47,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14332.png&w=350&h=254","73",234,"1989-04-30","FB","South Carolina"
"990","Patrick Mahomes",2558125,"KC",15,590,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139477.png&w=350&h=254","75",230,"1995-09-17","QB","Texas Tech"
"991","Patrick Onwuasor",2556642,"BAL",16,238,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576761.png&w=350&h=254","72",227,"1992-08-22","ILB","Portland State"
"992","Patrick Peterson",2495504,"ARI",16,569,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13980.png&w=350&h=254","73",203,"1990-07-11","CB","LSU"
"993","Patrick Ricard",2558990,"BAL",8,37,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2975417.png&w=350&h=254","75",311,"1994-05-27","FB","Maine"
"994","Patrick Robinson",2508084,"NO",3,66,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13238.png&w=350&h=254","71",191,"1987-09-07","CB","Florida State"
"995","Paul Richardson",2543491,"WAS",7,233,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16781.png&w=350&h=254","72",180,"1992-04-13","WR","Colorado"
"996","Pernell McPhee",2495201,"WAS",13,123,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14202.png&w=350&h=254","75",265,"1988-12-17","OLB","Mississippi State"
"997","Peter Kalambayi",2560774,"HOU",4,17,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3043276.png&w=350&h=254","75",254,"1995-06-26","LB","Stanford"
"998","Peyton Barber",2556466,"TB",16,316,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051902.png&w=350&h=254","71",225,"1994-02-27","RB","Auburn"
"999","Pharoh Cooper",2555419,"LA",2,3,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3048897.png&w=350&h=254","71",207,"1995-03-07","WR","South Carolina"
"1000","Philip Rivers",2506121,"LAC",15,500,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/5529.png&w=350&h=254","77",228,"1981-12-08","QB","North Carolina State"
"1001","Phillip Dorsett",2552424,"NE",16,233,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2579604.png&w=350&h=254","70",192,"1993-01-05","WR","Miami (FL)"
"1002","Phillip Gaines",2543851,"BUF/CLE",9,214,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16750.png&w=350&h=254","72",193,"1991-04-04","CB","Rice"
"1003","Phillip Lindsay",2559947,"DEN",14,209,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052117.png&w=350&h=254","68",190,"1994-07-24","RB","Colorado"
"1004","Pierre Desir",2543811,"IND",15,528,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16948.png&w=350&h=254","73",192,"1990-09-08","CB","Lindenwood"
"1005","Pierre Garcon",2346,"SF",7,189,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/11439.png&w=350&h=254","6-0",211,"08/08/1986","WR","Mount Union"
"1006","Pita Taumoepenu",2558284,"SF",1,1,NA,"73",245,"1994-03-09","LB","Utah"
"1007","Preston Brown",2543814,"CIN",7,191,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16762.png&w=350&h=254","73",255,"1992-10-27","MLB","Louisville"
"1008","Preston Smith",2552276,"WAS",16,482,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2577446.png&w=350&h=254","77",265,"1992-11-17","OLB","Mississippi State"
"1009","Prince Amukamara",2495108,"CHI",15,585,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13975.png&w=350&h=254","72",204,"1989-06-06","CB","Nebraska"
"1010","Quandre Diggs",2552262,"DET",16,541,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2577553.png&w=350&h=254","69",197,"1993-01-22","SS","Texas"
"1011","Quenton Meeks",2560808,"JAX",2,28,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3931400.png&w=350&h=254","73",209,"1996-06-20","CB","Stanford"
"1012","Quincy Enunwa",2543828,"NYJ",11,317,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16899.png&w=350&h=254","74",225,"1992-05-31","WR","Nebraska"
"1013","Quincy Wilson",2557961,"IND",13,282,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3121660.png&w=350&h=254","74",193,"1996-08-16","CB","Florida"
"1014","Quinton Dunbar",2553796,"WAS",7,227,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2516049.png&w=350&h=254","74",202,"1992-07-22","CB","Florida"
"1015","Raekwon McMillan",2558070,"MIA",16,360,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3121423.png&w=350&h=254","74",242,"1995-11-17","LB","Ohio State"
"1016","Rafael Bush",2507817,"BUF",14,250,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13544.png&w=350&h=254","5-11",205,"05/12/1987","SS","South Carolina State"
"1017","Raheem Mostert",2553728,"SF",7,46,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576414.png&w=350&h=254","70",197,"1992-04-09","RB","Purdue"
"1018","Ramik Wilson",2552320,"LA",11,86,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2578565.png&w=350&h=254","6-2",237,"08/19/1992","ILB","Georgia"
"1019","Ramon Humber",2507644,"BUF/NE",4,35,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12988.png&w=350&h=254","5-11",232,"08/10/1987","OLB","North Dakota State"
"1020","Randall Cobb",2495448,"GB",9,332,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14053.png&w=350&h=254","70",192,"1990-08-22","WR","Kentucky"
"1021","Rashaad Penny",2560835,"SEA",10,64,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3139925.png&w=350&h=254","71",220,"1996-02-02","RB","San Diego State"
"1022","Rashaan Evans",2560718,"TEN",14,257,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3126349.png&w=350&h=254","74",234,"1995-11-08","LB","Alabama"
"1023","Rashaan Gaulden",2560775,"CAR",11,80,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115333.png&w=350&h=254","73",200,"1995-01-23","DB","Tennessee"
"1024","Rashaan Melvin",2541200,"OAK",14,330,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16270.png&w=350&h=254","74",194,"1989-10-02","CB","Northern Illinois"
"1025","Rashad Greene",2552425,"JAX",8,58,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576785.png&w=350&h=254","5-11",186,"09/23/1992","WR","Florida State"
"1026","Rashard Higgins",2555468,"CLE",13,313,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042910.png&w=350&h=254","73",198,"1994-10-07","WR","Colorado State"
"1027","Rashard Robinson",2555546,"NYJ",4,49,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042718.png&w=350&h=254","6-2",177,"07/23/1995","CB","LSU"
"1028","Rasul Douglas",2558168,"PHI",12,362,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3943270.png&w=350&h=254","74",209,"1995-08-29","CB","West Virginia"
"1029","Raven Greene",2561207,"GB",3,34,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3049331.png&w=350&h=254","71",197,"1995-02-02","FS","James Madison"
"1030","Ray-Ray Armstrong",2541792,"CLE/NYG",7,124,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16463.png&w=350&h=254","75",220,"1991-03-05","OLB","Miami (FL)"
"1031","Ray-Ray McCloud",2560801,"BUF",10,68,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3728262.png&w=350&h=254","69",190,"1996-10-15","WR","Clemson"
"1032","Rayshawn Jenkins",2558182,"LAC",8,73,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2969961.png&w=350&h=254","74",220,"1994-01-25","SS","Miami (FL)"
"1033","Reggie Gilbert",2556537,"GB",16,264,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576755.png&w=350&h=254","76",260,"1993-04-01","LB","Arizona"
"1034","Reggie Nelson",2507167,"OAK",11,210,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/10465.png&w=350&h=254","5-11",210,"09/21/1983","FS","Florida"
"1035","Reggie Ragland",2555169,"KC",15,234,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2979855.png&w=350&h=254","74",252,"1993-09-23","ILB","Alabama"
"1036","Reid Ferguson",2556526,"BUF",2,2,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2976549.png&w=350&h=254","74",235,"1994-03-24","LS","LSU"
"1037","Reshad Jones",496739,"MIA",14,417,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13395.png&w=350&h=254","6-1",215,"02/25/1988","SS","Georgia"
"1038","Reuben Foster",2557837,"SF",6,198,NA,"73",228,"1994-04-04","OLB","Alabama"
"1039","Rex Burkhead",2539265,"NE",8,84,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15971.png&w=350&h=254","70",215,"1990-07-02","RB","Nebraska"
"1040","Rhett Ellison",2532835,"NYG",14,315,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15003.png&w=350&h=254","6-5",255,"10/03/1988","TE","USC"
"1041","Ricardo Allen",2543850,"ATL",3,130,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16882.png&w=350&h=254","69",186,"1991-12-18","SS","Purdue"
"1042","Richard Rodgers",2550313,"PHI",4,16,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16786.png&w=350&h=254","76",257,"1992-01-22","TE","California"
"1043","Richard Sherman",2495507,"SF",13,455,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14086.png&w=350&h=254","75",195,"1988-03-30","CB","Stanford"
"1044","Richie James",2560761,"SF",10,125,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3122899.png&w=350&h=254","69",185,"1995-09-05","WR","Middle Tennessee"
"1045","Ricky Jean Francois",79583,"DET",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/12443.png&w=350&h=254","6-2",309,"11/23/1986","DT","LSU"
"1046","Ricky Ortiz",2559033,"ATL",12,64,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2978244.png&w=350&h=254","72",233,"1994-04-15","FB","Oregon State"
"1047","Ricky Seals-Jones",2559248,"ARI",15,376,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051806.png&w=350&h=254","77",243,"1995-03-15","TE","Texas A&M"
"1048","Rico Gathers",2556375,"DAL",14,48,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2990959.png&w=350&h=254","6-6",280,"01/07/1994","TE","Baylor"
"1049","Riley Bullough",2558923,"TB",4,42,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2979532.png&w=350&h=254","6-2",228,"11/23/1993","LB","Michigan State"
"1050","Riley McCarron",2559211,"NE",1,10,NA,"5-9",198,"06/16/1993","WR","Iowa"
"1051","Rishard Matthews",2532903,"NYJ/TEN",7,104,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15102.png&w=350&h=254","6-0",217,"10/12/1989","WR","Nevada"
"1052","River Cracraft",2559485,"DEN",6,16,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3052056.png&w=350&h=254","72",198,"1994-11-01","WR","Washington State"
"1053","Rob Gronkowski",497240,"NE",13,470,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13229.png&w=350&h=254","78",265,"1989-05-14","TE","Arizona"
"1054","Rob Kelley",2556414,"WAS",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2575408.png&w=350&h=254","6-0",229,"10/03/1992","RB","Tulane"
"1055","Robby Anderson",2556462,"NYJ",14,423,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574808.png&w=350&h=254","75",190,"1993-05-09","WR","Temple"
"1056","Robert Alford",2539653,"ATL",15,554,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15817.png&w=350&h=254","70",186,"1988-11-01","CB","Southeastern Louisiana"
"1057","Robert Foster",2560729,"BUF",13,247,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3054845.png&w=350&h=254","74",196,"1994-05-07","WR","Alabama"
"1058","Robert Griffin III",2533033,"BAL",2,9,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14875.png&w=350&h=254","74",213,"1990-02-12","QB","Baylor"
"1059","Robert Nkemdiche",2555336,"ARI",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051886.png&w=350&h=254","6-4",314,"09/19/1994","DT","Ole Miss"
"1060","Robert Quinn",2495485,"MIA",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13984.png&w=350&h=254","76",257,"1990-05-18","DE","North Carolina"
"1061","Robert Tonyan",2559270,"GB",10,46,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2975674.png&w=350&h=254","77",237,"1994-04-30","TE","Indiana State"
"1062","Robert Turbin",2533460,"IND",2,16,NA,"70",225,"1989-12-02","RB","Utah State"
"1063","Robert Woods",2540169,"LA",16,604,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15880.png&w=350&h=254","72",193,"1992-04-10","WR","USC"
"1064","Roc Thomas",2560898,"MIN",5,15,NA,"5-10",198,"09/02/1995","RB","Jacksonville State"
"1065","Rod Smith",2553743,"DAL",15,91,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2512197.png&w=350&h=254","75",236,"1992-01-10","RB","Ohio State"
"1066","Rod Streater",2535869,"CLE",2,12,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15391.png&w=350&h=254","6-2",195,"02/09/1988","WR","Temple"
"1067","Rodney Gunter",2553437,"ARI",1,2,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2507719.png&w=350&h=254","77",305,"1992-01-19","DT","Delaware State"
"1068","Rodney McLeod",2534832,"PHI",3,106,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15222.png&w=350&h=254","70",195,"1990-06-23","FS","Virginia"
"1069","Romeo Okwara",2556641,"DET",15,395,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2980147.png&w=350&h=254","76",263,"1995-06-17","DE","Notre Dame"
"1070","Ron Parker",2530794,"KC",14,590,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14297.png&w=350&h=254","6-0",206,"08/17/1987","FS","Newberry"
"1071","Ronald Darby",2552689,"PHI",9,373,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2969920.png&w=350&h=254","71",193,"1994-01-02","CB","Florida State"
"1072","Ronald Jones",2560770,"TB",8,56,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912550.png&w=350&h=254","71",208,"1997-08-03","RB","USC"
"1073","Ronnie Harrison",2561008,"JAX",12,167,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3859006.png&w=350&h=254","75",214,"1997-04-18","DB","Alabama"
"1074","Rontez Miles",2540287,"NYJ",4,49,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16206.png&w=350&h=254","72",203,"1988-11-25","FS","California (PA)"
"1075","Roosevelt Nix",2550235,"PIT",13,22,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17223.png&w=350&h=254","71",248,"1992-03-30","FB","Kent State"
"1076","Roquan Smith",2560877,"CHI",16,567,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3915189.png&w=350&h=254","72",230,"1997-04-08","LB","Georgia"
"1077","Ross Dwelley",2561060,"SF",4,15,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3120303.png&w=350&h=254","77",240,"1995-01-26","TE","San Diego"
"1078","Royce Freeman",2560733,"DEN",13,136,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3122672.png&w=350&h=254","72",238,"1996-02-24","RB","Oregon"
"1079","Rudy Ford",2558174,"ARI",4,34,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051901.png&w=350&h=254","72",204,"1994-11-01","S","Auburn"
"1080","Russell Gage",2561061,"ATL",8,32,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115378.png&w=350&h=254","72",184,"1996-01-22","WR","LSU"
"1081","Russell Shepard",2541944,"NYG",10,133,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16227.png&w=350&h=254","72",195,"1990-09-17","WR","LSU"
"1082","Russell Wilson",2532975,"SEA",15,462,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14881.png&w=350&h=254","71",215,"1988-11-29","QB","Wisconsin"
"1083","Ryan Anderson",2557853,"WAS",13,97,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2976495.png&w=350&h=254","74",253,"1994-08-12","OLB","Alabama"
"1084","Ryan Fitzpatrick",2506581,"TB",8,269,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/8664.png&w=350&h=254","74",228,"1982-11-24","QB","Harvard"
"1085","Ryan Grant",2543759,"IND",14,399,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16845.png&w=350&h=254","72",194,"1990-12-19","WR","Tulane"
"1086","Ryan Griffin",2541316,"HOU",14,410,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15887.png&w=350&h=254","78",255,"1990-01-11","TE","Connecticut"
"1087","Ryan Hewitt",2550206,"IND",11,60,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17169.png&w=350&h=254","6-4",255,"01/24/1991","TE","Stanford"
"1088","Ryan Kerrigan",2495190,"WAS",16,478,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13973.png&w=350&h=254","76",265,"1988-08-16","OLB","Purdue"
"1089","Ryan Lewis",2559208,"BUF",5,102,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2970264.png&w=350&h=254","72",195,"1994-04-15","CB","Pittsburgh"
"1090","Ryan Smith",2555552,"TB",12,261,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574666.png&w=350&h=254","71",190,"1993-09-07","CB","North Carolina Central"
"1091","Ryan Switzer",2557960,"PIT",16,246,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3039725.png&w=350&h=254","68",185,"1994-11-04","WR","North Carolina"
"1092","Ryan Tannehill",2532956,"MIA",11,324,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14876.png&w=350&h=254","76",207,"1988-07-27","QB","Texas A&M"
"1093","Saeed Blacknall",2561300,"OAK",1,15,NA,"74",208,"1996-03-17","WR","Penn State"
"1094","Sam Acho",2495101,"CHI",2,13,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14152.png&w=350&h=254","75",259,"1988-09-06","OLB","Texas"
"1095","Sam Bradford",497095,"ARI",3,87,NA,"6-4",224,"11/08/1987","QB","Oklahoma"
"1096","Sam Darnold",2561036,"NYJ",13,447,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3912547.png&w=350&h=254","75",225,"1997-06-05","QB","USC"
"1097","Sam Hubbard",2560745,"CIN",8,9,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3121416.png&w=350&h=254","77",265,"1995-06-29","DE","Ohio State"
"1098","Sam Koch",2506969,"BAL",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/9789.png&w=350&h=254","73",222,"1982-08-13","P","Nebraska"
"1099","Sam Martin",2541311,"DET",1,1,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15928.png&w=350&h=254","73",211,"1990-02-27","P","Appalachian State"
"1100","Sam Shields",1037374,"LA",14,249,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13769.png&w=350&h=254","5-11",178,"12/08/1987","CB","Miami (FL)"
"1101","Samaje Perine",2558138,"WAS",3,20,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116389.png&w=350&h=254","71",240,"1995-09-16","RB","Oklahoma"
"1102","Sammie Coates",2552470,"HOU",2,21,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2574549.png&w=350&h=254","6-1",210,"03/31/1993","WR","Auburn"
"1103","Sammy Watkins",2543457,"KC",9,253,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16725.png&w=350&h=254","73",211,"1993-06-14","WR","Clemson"
"1104","Samson Ebukam",2558830,"LA",16,382,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3045527.png&w=350&h=254","75",245,"1995-05-09","OLB","Eastern Washington"
"1105","Saquon Barkley",2560968,"NYG",16,543,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3929630.png&w=350&h=254","72",233,"1997-02-09","RB","Penn State"
"1106","Scott Simonson",2550599,"NYG",15,124,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17391.png&w=350&h=254","77",255,"1992-04-13","TE","Assumption"
"1107","Sean Chandler",2561017,"NYG",11,105,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3138733.png&w=350&h=254","70",205,"1996-04-27","DB","Temple"
"1108","Sean Culkin",2559161,"LAC",12,59,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2971426.png&w=350&h=254","77",255,"1993-06-11","TE","Missouri"
"1109","Sean Davis",2555386,"PIT",15,589,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2976210.png&w=350&h=254","73",202,"1993-10-23","SS","Maryland"
"1110","Sean Lee",496937,"DAL",7,121,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13284.png&w=350&h=254","74",245,"1986-07-22","ILB","Penn State"
"1111","Sean Mannion",2552576,"LA",1,3,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2517017.png&w=350&h=254","78",231,"1992-04-25","QB","Oregon State"
"1112","Seth DeValve",2556365,"CLE",10,51,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2566659.png&w=350&h=254","6-3",245,"01/29/1993","TE","Princeton"
"1113","Seth Roberts",2550597,"OAK",15,380,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/17402.png&w=350&h=254","74",195,"1991-02-22","WR","West Alabama"
"1114","Shalom Luani",2558274,"SEA",2,8,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3894908.png&w=350&h=254","72",202,"1994-08-05","FS","Washington State"
"1115","Shamarko Thomas",2539937,"DEN",2,15,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15992.png&w=350&h=254","5-9",205,"02/23/1991","SS","Syracuse"
"1116","Shane Ray",2552451,"DEN",2,2,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2577371.png&w=350&h=254","6-3",255,"05/18/1993","DE","Missouri"
"1117","Shane Smith",2559254,"NYG",2,6,NA,"6-1",240,"08/21/1993","FB","San Jose State"
"1118","Shaq Thompson",2552447,"CAR",14,332,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2978313.png&w=350&h=254","72",230,"1994-04-21","OLB","Washington"
"1119","Shaquem Griffin",2560999,"SEA",3,4,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3054029.png&w=350&h=254","72",227,"1995-07-20","LB","UCF"
"1120","Shaquil Barrett",2550541,"DEN",12,149,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/16967.png&w=350&h=254","74",250,"1992-11-17","OLB","Colorado State"
"1121","Shaquill Griffin",2558259,"SEA",15,532,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3054026.png&w=350&h=254","72",198,"1995-07-20","CB","UCF"
"1122","Shareece Wright",2495251,"HOU",12,349,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14010.png&w=350&h=254","5-11",184,"04/08/1987","CB","USC"
"1123","Sharif Finch",2561328,"TEN",15,101,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3051333.png&w=350&h=254","76",250,"1995-10-01","OLB","Temple"
"1124","Sharrod Neasman",2556443,"ATL",11,253,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2982866.png&w=350&h=254","72",198,"1991-10-14","SS","Florida Atlantic"
"1125","Shaun Dion Hamilton",2561003,"WAS",5,51,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3115310.png&w=350&h=254","72",235,"1995-09-11","LB","Alabama"
"1126","Shaun Wilson",2561291,"TB",4,15,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116563.png&w=350&h=254","69",185,"1995-12-02","RB","Duke"
"1127","Shawn Williams",2539233,"CIN",16,537,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/15877.png&w=350&h=254","72",210,"1991-05-13","SS","Georgia"
"1128","Shelton Gibson",2558258,"PHI",9,40,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3042417.png&w=350&h=254","71",191,"1995-03-20","WR","West Virginia"
"1129","Sherrick McManis",494289,"CHI",15,180,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/13419.png&w=350&h=254","71",203,"1987-12-19","CB","Northwestern"
"1130","Shilique Calhoun",2555294,"OAK",7,67,"https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/2576257.png&w=350&h=254","76",260,"1992-03-20","LB","Michigan State"
